66,select * from SpecObjAll where specObjId=#
2019-09-19 00:00:00,1
2019-09-19 00:56:00,3
2019-09-19 00:57:00,12
2019-09-19 01:20:00,1
2019-09-19 03:22:00,1
2019-09-19 06:24:00,1
2019-09-19 08:06:00,1
2019-09-19 09:32:00,1
2019-09-19 09:46:00,1
2019-09-19 09:49:00,1
2019-09-19 10:09:00,1
2019-09-19 10:42:00,1
2019-09-19 10:59:00,1
2019-09-19 11:05:00,1
2019-09-19 12:03:00,1
2019-09-19 13:40:00,1
2019-09-19 14:13:00,2
2019-09-19 15:13:00,1
2019-09-19 15:27:00,1
2019-09-19 15:42:00,1
2019-09-19 15:45:00,1
2019-09-19 16:11:00,1
2019-09-19 16:52:00,1
2019-09-19 18:25:00,1
2019-09-19 18:46:00,1
2019-09-19 19:14:00,1
2019-09-19 20:41:00,1
2019-09-19 20:49:00,1
2019-09-19 20:50:00,1
2019-09-19 20:53:00,1
2019-09-19 21:08:00,1
2019-09-19 21:11:00,2
2019-09-19 21:12:00,1
2019-09-19 21:13:00,1
2019-09-19 21:21:00,1
2019-09-19 21:24:00,1
2019-09-19 21:35:00,1
2019-09-19 21:42:00,1
2019-09-19 21:45:00,1
2019-09-19 21:48:00,1
2019-09-19 21:52:00,1
2019-09-19 21:55:00,1
2019-09-19 21:57:00,1
2019-09-19 21:59:00,1
2019-09-19 22:09:00,1
2019-09-19 22:24:00,1
2019-09-19 22:38:00,2
2019-09-19 22:53:00,1
2019-09-19 22:58:00,1
2019-09-19 23:10:00,1
