50,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#E-#) n  where p.objId=n.objId"
2019-09-19 11:27:00,10
2019-09-19 12:00:00,6
2019-09-19 12:01:00,14
2019-09-19 12:02:00,10
2019-09-19 12:03:00,10
