24,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-09-19 00:25:00,1
2019-09-19 05:21:00,1
2019-09-19 06:38:00,1
2019-09-19 09:41:00,1
2019-09-19 12:36:00,1
2019-09-19 13:52:00,1
2019-09-19 14:20:00,1
2019-09-19 14:36:00,1
2019-09-19 15:01:00,1
2019-09-19 15:36:00,1
2019-09-19 16:11:00,1
2019-09-19 16:12:00,1
2019-09-19 16:53:00,1
2019-09-19 18:16:00,1
2019-09-19 19:41:00,1
2019-09-19 20:28:00,1
2019-09-19 20:30:00,1
2019-09-19 20:55:00,1
2019-09-19 21:12:00,1
2019-09-19 21:32:00,1
2019-09-19 21:39:00,1
2019-09-19 21:40:00,1
2019-09-19 22:28:00,1
2019-09-19 22:52:00,1
