11,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-19 11:29:00,1
2019-09-19 11:56:00,1
2019-09-19 12:20:00,1
2019-09-19 12:56:00,1
2019-09-19 13:27:00,1
2019-09-19 14:15:00,1
2019-09-19 14:45:00,1
2019-09-19 15:10:00,1
2019-09-19 15:38:00,1
2019-09-19 16:26:00,1
2019-09-19 17:01:00,1
