47,select * from sppParams where specObjId=#
2019-09-19 00:54:00,1
2019-09-19 01:04:00,7
2019-09-19 01:05:00,8
2019-09-19 03:00:00,1
2019-09-19 03:08:00,1
2019-09-19 05:40:00,1
2019-09-19 05:51:00,1
2019-09-19 06:26:00,1
2019-09-19 07:46:00,1
2019-09-19 14:00:00,1
2019-09-19 14:20:00,1
2019-09-19 14:52:00,1
2019-09-19 15:37:00,2
2019-09-19 15:59:00,1
2019-09-19 16:19:00,1
2019-09-19 18:21:00,1
2019-09-19 19:25:00,1
2019-09-19 19:28:00,1
2019-09-19 19:41:00,1
2019-09-19 19:46:00,1
2019-09-19 20:32:00,1
2019-09-19 20:41:00,1
2019-09-19 20:59:00,1
2019-09-19 21:00:00,1
2019-09-19 21:07:00,1
2019-09-19 21:10:00,1
2019-09-19 21:36:00,1
2019-09-19 21:48:00,1
2019-09-19 22:17:00,1
2019-09-19 22:18:00,1
2019-09-19 22:45:00,1
2019-09-19 23:16:00,1
2019-09-19 23:33:00,1
