581,select * from fDocFunctionParams(&&&)
2019-09-19 00:05:00,1
2019-09-19 02:03:00,1
2019-09-19 02:15:00,1
2019-09-19 02:37:00,3
2019-09-19 02:40:00,18
2019-09-19 02:41:00,11
2019-09-19 02:44:00,16
2019-09-19 02:45:00,13
2019-09-19 02:48:00,8
2019-09-19 02:49:00,21
2019-09-19 02:52:00,12
2019-09-19 02:53:00,17
2019-09-19 02:56:00,11
2019-09-19 02:57:00,18
2019-09-19 03:00:00,4
2019-09-19 03:01:00,21
2019-09-19 03:02:00,4
2019-09-19 03:04:00,7
2019-09-19 03:05:00,6
2019-09-19 03:06:00,6
2019-09-19 03:09:00,11
2019-09-19 03:58:00,1
2019-09-19 04:16:00,1
2019-09-19 04:52:00,1
2019-09-19 06:19:00,1
2019-09-19 07:51:00,1
2019-09-19 08:04:00,1
2019-09-19 10:19:00,1
2019-09-19 10:20:00,2
2019-09-19 10:23:00,1
2019-09-19 10:38:00,1
2019-09-19 12:27:00,1
2019-09-19 13:38:00,1
2019-09-19 14:04:00,1
2019-09-19 14:16:00,1
2019-09-19 15:32:00,1
2019-09-19 15:39:00,7
2019-09-19 15:41:00,11
2019-09-19 15:42:00,7
2019-09-19 16:05:00,8
2019-09-19 16:06:00,7
2019-09-19 16:11:00,4
2019-09-19 16:12:00,2
2019-09-19 16:14:00,1
2019-09-19 16:33:00,1
2019-09-19 16:47:00,1
2019-09-19 16:51:00,1
2019-09-19 16:58:00,1
2019-09-19 17:20:00,1
2019-09-19 18:20:00,1
2019-09-19 18:23:00,1
2019-09-19 18:41:00,1
2019-09-19 18:44:00,1
2019-09-19 18:58:00,1
2019-09-19 19:00:00,2
2019-09-19 19:05:00,1
2019-09-19 19:14:00,1
2019-09-19 19:25:00,1
2019-09-19 19:31:00,1
2019-09-19 19:37:00,1
2019-09-19 19:55:00,1
2019-09-19 20:00:00,1
2019-09-19 20:01:00,7
2019-09-19 20:02:00,1
2019-09-19 20:03:00,14
2019-09-19 20:04:00,16
2019-09-19 20:05:00,15
2019-09-19 20:06:00,14
2019-09-19 20:07:00,3
2019-09-19 20:08:00,14
2019-09-19 20:09:00,12
2019-09-19 20:10:00,16
2019-09-19 20:11:00,13
2019-09-19 20:12:00,11
2019-09-19 20:13:00,18
2019-09-19 20:14:00,8
2019-09-19 20:15:00,20
2019-09-19 20:16:00,1
2019-09-19 20:17:00,13
2019-09-19 20:18:00,15
2019-09-19 20:20:00,11
2019-09-19 20:21:00,12
2019-09-19 20:24:00,1
2019-09-19 20:37:00,1
2019-09-19 20:45:00,1
2019-09-19 20:56:00,1
2019-09-19 20:58:00,1
2019-09-19 20:59:00,1
2019-09-19 21:05:00,1
2019-09-19 21:22:00,1
2019-09-19 21:31:00,1
2019-09-19 21:32:00,1
2019-09-19 21:33:00,1
2019-09-19 21:37:00,1
2019-09-19 21:39:00,1
2019-09-19 22:22:00,1
2019-09-19 22:25:00,12
2019-09-19 22:29:00,1
2019-09-19 22:30:00,1
2019-09-19 22:35:00,1
2019-09-19 22:37:00,1
2019-09-19 22:42:00,1
2019-09-19 22:45:00,1
2019-09-19 22:48:00,1
2019-09-19 22:52:00,1
2019-09-19 22:54:00,1
2019-09-19 22:56:00,1
2019-09-19 22:57:00,1
2019-09-19 23:06:00,1
2019-09-19 23:07:00,1
2019-09-19 23:25:00,1
2019-09-19 23:37:00,1
2019-09-19 23:38:00,2
2019-09-19 23:39:00,4
2019-09-19 23:40:00,3
2019-09-19 23:41:00,2
2019-09-19 23:44:00,1
2019-09-19 23:45:00,1
2019-09-19 23:49:00,1
