4,"select top # p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift from galaxy p, specobj s where p.objid=s.bestobjid"
2019-09-19 11:31:00,1
2019-09-19 11:33:00,1
2019-09-19 11:43:00,1
2019-09-19 11:51:00,1
