43,select * from galSpecLine where specObjId=#
2019-09-19 00:10:00,1
2019-09-19 01:03:00,14
2019-09-19 04:13:00,1
2019-09-19 06:43:00,1
2019-09-19 07:53:00,1
2019-09-19 13:36:00,1
2019-09-19 13:54:00,1
2019-09-19 15:46:00,1
2019-09-19 15:58:00,1
2019-09-19 16:00:00,1
2019-09-19 16:37:00,1
2019-09-19 16:44:00,1
2019-09-19 17:28:00,1
2019-09-19 17:55:00,1
2019-09-19 18:50:00,1
2019-09-19 19:28:00,1
2019-09-19 20:36:00,1
2019-09-19 20:39:00,1
2019-09-19 21:06:00,1
2019-09-19 21:11:00,1
2019-09-19 21:18:00,1
2019-09-19 21:19:00,1
2019-09-19 21:22:00,2
2019-09-19 21:30:00,1
2019-09-19 21:47:00,1
2019-09-19 21:58:00,1
2019-09-19 21:59:00,1
2019-09-19 22:24:00,1
2019-09-19 23:24:00,1
