424,select * from dbo.fDocColumns(&&&)
2019-09-19 00:14:00,2
2019-09-19 00:37:00,2
2019-09-19 00:56:00,1
2019-09-19 02:16:00,6
2019-09-19 02:19:00,8
2019-09-19 02:20:00,21
2019-09-19 02:24:00,18
2019-09-19 02:25:00,11
2019-09-19 02:28:00,4
2019-09-19 02:29:00,9
2019-09-19 02:30:00,9
2019-09-19 02:31:00,2
2019-09-19 02:34:00,9
2019-09-19 02:35:00,7
2019-09-19 02:36:00,6
2019-09-19 02:45:00,2
2019-09-19 02:46:00,1
2019-09-19 02:47:00,1
2019-09-19 03:08:00,1
2019-09-19 03:33:00,1
2019-09-19 03:36:00,2
2019-09-19 03:52:00,1
2019-09-19 04:17:00,2
2019-09-19 04:19:00,1
2019-09-19 04:20:00,1
2019-09-19 04:46:00,1
2019-09-19 04:59:00,2
2019-09-19 05:03:00,2
2019-09-19 05:09:00,2
2019-09-19 05:27:00,1
2019-09-19 05:33:00,1
2019-09-19 06:02:00,1
2019-09-19 06:19:00,1
2019-09-19 06:23:00,1
2019-09-19 06:32:00,2
2019-09-19 06:41:00,1
2019-09-19 07:31:00,1
2019-09-19 07:34:00,2
2019-09-19 07:35:00,1
2019-09-19 08:10:00,2
2019-09-19 08:12:00,2
2019-09-19 08:27:00,1
2019-09-19 09:09:00,1
2019-09-19 09:14:00,1
2019-09-19 09:27:00,1
2019-09-19 09:49:00,1
2019-09-19 09:53:00,1
2019-09-19 10:21:00,2
2019-09-19 10:28:00,1
2019-09-19 10:42:00,1
2019-09-19 10:50:00,1
2019-09-19 10:59:00,1
2019-09-19 11:03:00,1
2019-09-19 11:10:00,2
2019-09-19 11:20:00,1
2019-09-19 13:02:00,1
2019-09-19 13:04:00,1
2019-09-19 13:08:00,2
2019-09-19 13:23:00,1
2019-09-19 13:24:00,1
2019-09-19 13:25:00,1
2019-09-19 13:26:00,1
2019-09-19 13:37:00,1
2019-09-19 14:04:00,1
2019-09-19 14:08:00,2
2019-09-19 14:35:00,1
2019-09-19 14:37:00,4
2019-09-19 14:48:00,2
2019-09-19 14:53:00,1
2019-09-19 15:12:00,1
2019-09-19 15:46:00,1
2019-09-19 15:47:00,2
2019-09-19 15:49:00,2
2019-09-19 15:52:00,1
2019-09-19 16:05:00,1
2019-09-19 16:06:00,6
2019-09-19 16:11:00,3
2019-09-19 16:14:00,1
2019-09-19 16:47:00,1
2019-09-19 17:09:00,1
2019-09-19 17:22:00,1
2019-09-19 17:25:00,1
2019-09-19 18:42:00,1
2019-09-19 18:43:00,1
2019-09-19 18:55:00,1
2019-09-19 18:57:00,1
2019-09-19 19:00:00,1
2019-09-19 19:01:00,1
2019-09-19 19:03:00,2
2019-09-19 19:06:00,1
2019-09-19 19:07:00,1
2019-09-19 19:11:00,2
2019-09-19 19:15:00,2
2019-09-19 19:22:00,1
2019-09-19 19:31:00,1
2019-09-19 19:32:00,2
2019-09-19 19:33:00,1
2019-09-19 19:34:00,3
2019-09-19 19:35:00,2
2019-09-19 19:36:00,2
2019-09-19 19:44:00,9
2019-09-19 19:45:00,11
2019-09-19 19:46:00,19
2019-09-19 19:47:00,8
2019-09-19 19:48:00,14
2019-09-19 19:49:00,7
2019-09-19 19:50:00,17
2019-09-19 19:51:00,8
2019-09-19 19:52:00,3
2019-09-19 19:53:00,9
2019-09-19 19:54:00,7
2019-09-19 19:55:00,10
2019-09-19 19:57:00,2
2019-09-19 19:58:00,7
2019-09-19 19:59:00,2
2019-09-19 20:00:00,6
2019-09-19 20:01:00,1
2019-09-19 20:02:00,1
2019-09-19 20:14:00,1
2019-09-19 20:15:00,1
2019-09-19 20:16:00,1
2019-09-19 20:28:00,2
2019-09-19 20:43:00,1
2019-09-19 20:49:00,4
2019-09-19 20:57:00,1
2019-09-19 21:01:00,1
2019-09-19 21:08:00,1
2019-09-19 21:40:00,1
2019-09-19 21:50:00,3
2019-09-19 21:58:00,3
2019-09-19 22:23:00,1
2019-09-19 22:24:00,11
2019-09-19 22:27:00,1
2019-09-19 22:29:00,1
2019-09-19 22:33:00,1
2019-09-19 22:38:00,1
2019-09-19 22:39:00,1
2019-09-19 22:52:00,1
2019-09-19 23:10:00,1
2019-09-19 23:19:00,1
2019-09-19 23:25:00,1
2019-09-19 23:40:00,1
2019-09-19 23:48:00,1
2019-09-19 23:52:00,5
