27,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-09-19 02:49:00,1
2019-09-19 03:17:00,1
2019-09-19 03:19:00,1
2019-09-19 03:30:00,1
2019-09-19 03:51:00,1
2019-09-19 07:48:00,1
2019-09-19 12:16:00,1
2019-09-19 13:58:00,1
2019-09-19 14:23:00,1
2019-09-19 15:12:00,1
2019-09-19 16:16:00,1
2019-09-19 16:25:00,1
2019-09-19 16:51:00,1
2019-09-19 17:12:00,1
2019-09-19 17:40:00,1
2019-09-19 20:17:00,1
2019-09-19 20:36:00,1
2019-09-19 20:37:00,1
2019-09-19 21:05:00,1
2019-09-19 21:12:00,1
2019-09-19 21:15:00,1
2019-09-19 21:17:00,1
2019-09-19 21:55:00,1
2019-09-19 22:15:00,1
2019-09-19 22:52:00,1
2019-09-19 23:24:00,1
2019-09-19 23:50:00,1
