14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-19 14:17:00,1
2019-09-19 14:20:00,1
2019-09-19 14:29:00,1
2019-09-19 14:33:00,1
2019-09-19 14:36:00,1
2019-09-19 14:41:00,1
2019-09-19 14:43:00,1
2019-09-19 14:46:00,1
2019-09-19 14:49:00,1
2019-09-19 14:53:00,1
2019-09-19 14:56:00,1
2019-09-19 15:01:00,1
2019-09-19 15:09:00,1
2019-09-19 15:12:00,1
