11,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g, p.r, p.i, p.z,    p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z    FROM fGetObjFromRect(#,#,#,#) n,   PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-19 01:14:00,1
2019-09-19 01:49:00,1
2019-09-19 12:32:00,1
2019-09-19 13:34:00,1
2019-09-19 15:33:00,1
2019-09-19 15:46:00,1
2019-09-19 17:01:00,1
2019-09-19 17:31:00,1
2019-09-19 19:54:00,1
2019-09-19 23:16:00,1
2019-09-19 23:51:00,1
