25,select * from emissionLinesPort where specObjId=#
2019-09-19 00:08:00,1
2019-09-19 02:45:00,1
2019-09-19 03:22:00,1
2019-09-19 03:47:00,1
2019-09-19 04:45:00,1
2019-09-19 05:30:00,1
2019-09-19 07:48:00,1
2019-09-19 11:12:00,1
2019-09-19 11:23:00,1
2019-09-19 13:01:00,1
2019-09-19 14:34:00,1
2019-09-19 14:47:00,1
2019-09-19 15:08:00,1
2019-09-19 15:22:00,1
2019-09-19 17:18:00,1
2019-09-19 20:15:00,1
2019-09-19 20:30:00,1
2019-09-19 20:32:00,1
2019-09-19 21:11:00,1
2019-09-19 21:27:00,1
2019-09-19 22:07:00,2
2019-09-19 22:20:00,1
2019-09-19 23:24:00,1
2019-09-19 23:59:00,1
