302,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-19 05:29:00,1
2019-09-19 05:30:00,1
2019-09-19 05:31:00,1
2019-09-19 05:32:00,2
2019-09-19 05:35:00,1
2019-09-19 05:36:00,1
2019-09-19 05:44:00,1
2019-09-19 05:57:00,1
2019-09-19 06:09:00,1
2019-09-19 06:10:00,1
2019-09-19 06:17:00,2
2019-09-19 06:21:00,1
2019-09-19 06:23:00,1
2019-09-19 06:24:00,1
2019-09-19 06:26:00,1
2019-09-19 06:27:00,1
2019-09-19 06:28:00,1
2019-09-19 06:29:00,1
2019-09-19 06:31:00,1
2019-09-19 06:33:00,2
2019-09-19 06:38:00,2
2019-09-19 06:42:00,2
2019-09-19 06:43:00,1
2019-09-19 06:46:00,2
2019-09-19 06:50:00,1
2019-09-19 06:53:00,1
2019-09-19 06:56:00,1
2019-09-19 06:57:00,1
2019-09-19 07:03:00,2
2019-09-19 07:08:00,1
2019-09-19 07:10:00,2
2019-09-19 07:13:00,1
2019-09-19 07:16:00,2
2019-09-19 07:25:00,2
2019-09-19 07:32:00,1
2019-09-19 07:33:00,1
2019-09-19 07:34:00,2
2019-09-19 07:37:00,1
2019-09-19 07:38:00,2
2019-09-19 07:40:00,1
2019-09-19 07:43:00,1
2019-09-19 07:47:00,1
2019-09-19 07:48:00,1
2019-09-19 07:53:00,1
2019-09-19 07:56:00,1
2019-09-19 07:59:00,1
2019-09-19 08:01:00,1
2019-09-19 08:04:00,1
2019-09-19 08:05:00,1
2019-09-19 08:06:00,1
2019-09-19 08:09:00,1
2019-09-19 08:12:00,1
2019-09-19 08:15:00,1
2019-09-19 08:16:00,1
2019-09-19 08:17:00,1
2019-09-19 08:19:00,2
2019-09-19 08:21:00,1
2019-09-19 08:24:00,2
2019-09-19 08:26:00,1
2019-09-19 08:29:00,1
2019-09-19 08:31:00,2
2019-09-19 08:33:00,1
2019-09-19 08:34:00,1
2019-09-19 08:39:00,1
2019-09-19 08:40:00,1
2019-09-19 08:41:00,1
2019-09-19 08:44:00,1
2019-09-19 08:45:00,1
2019-09-19 08:48:00,1
2019-09-19 08:49:00,1
2019-09-19 08:52:00,1
2019-09-19 08:54:00,2
2019-09-19 08:57:00,2
2019-09-19 08:58:00,1
2019-09-19 09:00:00,1
2019-09-19 09:04:00,2
2019-09-19 09:09:00,1
2019-09-19 09:12:00,1
2019-09-19 09:14:00,1
2019-09-19 09:15:00,1
2019-09-19 09:16:00,1
2019-09-19 09:18:00,1
2019-09-19 09:19:00,1
2019-09-19 09:21:00,2
2019-09-19 09:22:00,1
2019-09-19 09:25:00,2
2019-09-19 09:32:00,1
2019-09-19 09:40:00,1
2019-09-19 09:41:00,1
2019-09-19 09:44:00,2
2019-09-19 09:45:00,2
2019-09-19 09:47:00,2
2019-09-19 09:49:00,1
2019-09-19 09:52:00,3
2019-09-19 09:54:00,2
2019-09-19 09:56:00,1
2019-09-19 09:58:00,1
2019-09-19 09:59:00,1
2019-09-19 10:01:00,2
2019-09-19 10:03:00,2
2019-09-19 10:05:00,2
2019-09-19 10:26:00,2
2019-09-19 10:28:00,2
2019-09-19 10:30:00,2
2019-09-19 10:32:00,2
2019-09-19 10:34:00,1
2019-09-19 10:35:00,1
2019-09-19 10:37:00,1
2019-09-19 10:38:00,1
2019-09-19 10:39:00,1
2019-09-19 10:41:00,2
2019-09-19 10:45:00,2
2019-09-19 10:49:00,1
2019-09-19 10:51:00,2
2019-09-19 10:55:00,1
2019-09-19 11:04:00,2
2019-09-19 12:50:00,1
2019-09-19 13:24:00,1
2019-09-19 13:48:00,1
2019-09-19 14:15:00,2
2019-09-19 14:34:00,1
2019-09-19 14:35:00,1
2019-09-19 14:58:00,1
2019-09-19 14:59:00,1
2019-09-19 15:04:00,1
2019-09-19 15:06:00,1
2019-09-19 15:11:00,1
2019-09-19 15:15:00,2
2019-09-19 15:22:00,1
2019-09-19 15:26:00,1
2019-09-19 15:32:00,1
2019-09-19 15:35:00,1
2019-09-19 15:37:00,1
2019-09-19 15:41:00,1
2019-09-19 15:45:00,1
2019-09-19 15:47:00,2
2019-09-19 15:51:00,2
2019-09-19 16:01:00,2
2019-09-19 16:07:00,1
2019-09-19 16:08:00,1
2019-09-19 16:15:00,1
2019-09-19 16:16:00,1
2019-09-19 16:26:00,2
2019-09-19 16:32:00,2
2019-09-19 16:39:00,2
2019-09-19 16:47:00,2
2019-09-19 16:56:00,2
2019-09-19 16:59:00,1
2019-09-19 17:00:00,1
2019-09-19 17:09:00,1
2019-09-19 17:15:00,1
2019-09-19 17:16:00,1
2019-09-19 17:18:00,1
2019-09-19 17:19:00,1
2019-09-19 17:21:00,2
2019-09-19 17:25:00,1
2019-09-19 17:26:00,1
2019-09-19 17:27:00,1
2019-09-19 17:31:00,1
2019-09-19 17:55:00,1
2019-09-19 17:59:00,1
2019-09-19 18:00:00,1
2019-09-19 18:08:00,1
2019-09-19 18:12:00,1
2019-09-19 18:13:00,1
