40,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-09-19 12:36:00,1
2019-09-19 12:47:00,1
2019-09-19 12:51:00,1
2019-09-19 12:57:00,1
2019-09-19 13:03:00,1
2019-09-19 13:08:00,1
2019-09-19 13:14:00,1
2019-09-19 13:19:00,1
2019-09-19 13:22:00,1
2019-09-19 13:26:00,1
2019-09-19 13:35:00,1
2019-09-19 14:25:00,1
2019-09-19 14:30:00,1
2019-09-19 14:32:00,1
2019-09-19 14:35:00,1
2019-09-19 14:36:00,1
2019-09-19 14:45:00,1
2019-09-19 14:50:00,1
2019-09-19 14:53:00,1
2019-09-19 14:55:00,1
2019-09-19 14:59:00,1
2019-09-19 16:35:00,1
2019-09-19 16:37:00,1
2019-09-19 16:39:00,1
2019-09-19 16:43:00,1
2019-09-19 16:48:00,1
2019-09-19 17:22:00,1
2019-09-19 17:28:00,1
2019-09-19 17:31:00,1
2019-09-19 17:34:00,1
2019-09-19 17:37:00,1
2019-09-19 17:43:00,1
2019-09-19 19:33:00,1
2019-09-19 19:37:00,1
2019-09-19 19:40:00,1
2019-09-19 19:45:00,1
2019-09-19 19:49:00,1
2019-09-19 19:53:00,1
2019-09-19 19:56:00,1
2019-09-19 19:59:00,1
