35,select * from galSpecInfo where specObjId=#
2019-09-19 00:59:00,10
2019-09-19 01:00:00,4
2019-09-19 03:24:00,1
2019-09-19 05:28:00,1
2019-09-19 09:06:00,1
2019-09-19 11:28:00,1
2019-09-19 14:23:00,1
2019-09-19 17:28:00,1
2019-09-19 18:00:00,1
2019-09-19 20:31:00,1
2019-09-19 20:44:00,1
2019-09-19 20:55:00,1
2019-09-19 20:59:00,1
2019-09-19 21:32:00,1
2019-09-19 21:43:00,1
2019-09-19 21:57:00,1
2019-09-19 22:13:00,1
2019-09-19 22:23:00,1
2019-09-19 22:25:00,1
2019-09-19 22:30:00,1
2019-09-19 22:33:00,1
2019-09-19 23:21:00,1
2019-09-19 23:59:00,1
