118,select distinct parent from DBViewCols where viewname=&&&
2019-09-19 00:56:00,1
2019-09-19 02:29:00,6
2019-09-19 02:30:00,9
2019-09-19 02:31:00,2
2019-09-19 02:34:00,9
2019-09-19 02:35:00,7
2019-09-19 02:36:00,6
2019-09-19 03:52:00,1
2019-09-19 04:46:00,1
2019-09-19 06:05:00,1
2019-09-19 06:19:00,1
2019-09-19 09:00:00,1
2019-09-19 09:09:00,1
2019-09-19 09:53:00,1
2019-09-19 10:42:00,1
2019-09-19 13:23:00,1
2019-09-19 14:48:00,1
2019-09-19 14:49:00,1
2019-09-19 14:51:00,1
2019-09-19 14:59:00,1
2019-09-19 15:06:00,2
2019-09-19 15:58:00,1
2019-09-19 16:00:00,2
2019-09-19 16:01:00,1
2019-09-19 16:05:00,1
2019-09-19 16:11:00,1
2019-09-19 17:09:00,1
2019-09-19 17:22:00,1
2019-09-19 19:07:00,1
2019-09-19 19:34:00,1
2019-09-19 19:51:00,2
2019-09-19 19:52:00,3
2019-09-19 19:53:00,9
2019-09-19 19:54:00,7
2019-09-19 19:55:00,10
2019-09-19 19:57:00,2
2019-09-19 19:58:00,7
2019-09-19 19:59:00,2
2019-09-19 20:00:00,6
2019-09-19 20:01:00,1
2019-09-19 21:38:00,1
2019-09-19 21:45:00,1
2019-09-19 22:52:00,1
2019-09-19 23:00:00,1
