16,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-09-19 02:26:00,1
2019-09-19 02:28:00,1
2019-09-19 02:31:00,1
2019-09-19 02:36:00,1
2019-09-19 02:45:00,1
2019-09-19 10:40:00,1
2019-09-19 17:21:00,1
2019-09-19 17:23:00,1
2019-09-19 17:26:00,1
2019-09-19 17:31:00,1
2019-09-19 17:40:00,1
2019-09-19 17:58:00,1
2019-09-19 18:01:00,1
2019-09-19 18:06:00,1
2019-09-19 18:15:00,1
2019-09-19 18:32:00,1
