98,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-19 09:22:00,2
2019-09-19 09:24:00,2
2019-09-19 09:25:00,2
2019-09-19 09:31:00,2
2019-09-19 09:32:00,4
2019-09-19 09:33:00,4
2019-09-19 09:34:00,2
2019-09-19 09:35:00,4
2019-09-19 09:36:00,4
2019-09-19 09:37:00,2
2019-09-19 09:38:00,2
2019-09-19 09:41:00,2
2019-09-19 09:42:00,2
2019-09-19 09:43:00,4
2019-09-19 09:44:00,6
2019-09-19 09:45:00,4
2019-09-19 09:46:00,4
2019-09-19 09:47:00,2
2019-09-19 12:03:00,2
2019-09-19 12:08:00,2
2019-09-19 12:09:00,4
2019-09-19 12:10:00,4
2019-09-19 12:11:00,6
2019-09-19 12:12:00,4
2019-09-19 12:13:00,4
2019-09-19 12:17:00,2
2019-09-19 12:18:00,2
2019-09-19 12:19:00,2
2019-09-19 12:20:00,2
2019-09-19 12:25:00,2
2019-09-19 12:26:00,2
2019-09-19 12:27:00,2
2019-09-19 12:28:00,2
2019-09-19 12:57:00,2
