181,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-19 13:58:00,1
2019-09-19 14:04:00,1
2019-09-19 14:06:00,1
2019-09-19 14:07:00,1
2019-09-19 14:11:00,2
2019-09-19 14:12:00,1
2019-09-19 14:16:00,1
2019-09-19 14:18:00,1
2019-09-19 14:19:00,1
2019-09-19 14:23:00,1
2019-09-19 14:24:00,1
2019-09-19 14:28:00,1
2019-09-19 14:29:00,1
2019-09-19 14:32:00,2
2019-09-19 14:36:00,1
2019-09-19 14:39:00,1
2019-09-19 14:44:00,1
2019-09-19 14:47:00,1
2019-09-19 14:48:00,1
2019-09-19 14:49:00,2
2019-09-19 14:53:00,1
2019-09-19 14:54:00,1
2019-09-19 14:55:00,1
2019-09-19 14:59:00,1
2019-09-19 15:03:00,1
2019-09-19 15:04:00,1
2019-09-19 15:08:00,1
2019-09-19 15:09:00,1
2019-09-19 15:10:00,1
2019-09-19 15:12:00,1
2019-09-19 15:17:00,1
2019-09-19 15:20:00,1
2019-09-19 15:24:00,1
2019-09-19 15:27:00,1
2019-09-19 15:29:00,1
2019-09-19 15:33:00,1
2019-09-19 15:35:00,1
2019-09-19 15:38:00,1
2019-09-19 15:39:00,1
2019-09-19 15:40:00,1
2019-09-19 15:47:00,1
2019-09-19 15:49:00,1
2019-09-19 15:50:00,1
2019-09-19 15:52:00,1
2019-09-19 15:54:00,1
2019-09-19 15:56:00,1
2019-09-19 15:58:00,1
2019-09-19 16:00:00,1
2019-09-19 16:01:00,1
2019-09-19 16:03:00,1
2019-09-19 16:04:00,1
2019-09-19 16:06:00,1
2019-09-19 16:08:00,1
2019-09-19 16:15:00,1
2019-09-19 16:16:00,1
2019-09-19 16:20:00,1
2019-09-19 16:25:00,1
2019-09-19 16:26:00,1
2019-09-19 16:27:00,1
2019-09-19 16:30:00,2
2019-09-19 16:43:00,1
2019-09-19 16:44:00,1
2019-09-19 16:47:00,1
2019-09-19 16:48:00,1
2019-09-19 16:51:00,1
2019-09-19 16:54:00,1
2019-09-19 16:56:00,1
2019-09-19 16:57:00,2
2019-09-19 16:58:00,1
2019-09-19 17:00:00,1
2019-09-19 17:01:00,1
2019-09-19 17:03:00,1
2019-09-19 17:05:00,1
2019-09-19 17:06:00,1
2019-09-19 17:09:00,1
2019-09-19 17:11:00,1
2019-09-19 17:12:00,1
2019-09-19 17:14:00,2
2019-09-19 17:16:00,1
2019-09-19 17:18:00,1
2019-09-19 17:19:00,1
2019-09-19 17:21:00,1
2019-09-19 17:23:00,1
2019-09-19 17:24:00,1
2019-09-19 17:25:00,1
2019-09-19 17:28:00,1
2019-09-19 17:29:00,1
2019-09-19 17:32:00,1
2019-09-19 17:34:00,1
2019-09-19 17:36:00,1
2019-09-19 17:37:00,1
2019-09-19 17:41:00,2
2019-09-19 17:42:00,1
2019-09-19 17:44:00,1
2019-09-19 17:51:00,1
2019-09-19 17:52:00,1
2019-09-19 17:53:00,1
2019-09-19 17:58:00,1
2019-09-19 18:00:00,1
2019-09-19 18:01:00,1
2019-09-19 18:02:00,1
2019-09-19 18:06:00,1
2019-09-19 18:09:00,3
2019-09-19 18:16:00,1
2019-09-19 18:17:00,3
2019-09-19 18:22:00,1
2019-09-19 18:24:00,1
2019-09-19 18:28:00,1
2019-09-19 18:30:00,1
2019-09-19 18:36:00,1
2019-09-19 18:39:00,1
2019-09-19 18:45:00,1
2019-09-19 18:46:00,1
2019-09-19 18:47:00,1
2019-09-19 18:48:00,1
2019-09-19 18:51:00,1
2019-09-19 18:55:00,1
2019-09-19 19:01:00,1
2019-09-19 19:03:00,1
2019-09-19 19:05:00,1
2019-09-19 19:10:00,1
2019-09-19 19:11:00,1
2019-09-19 19:12:00,1
2019-09-19 19:13:00,1
2019-09-19 19:16:00,1
2019-09-19 19:18:00,1
2019-09-19 19:19:00,1
2019-09-19 19:20:00,1
2019-09-19 19:21:00,1
2019-09-19 19:25:00,1
2019-09-19 19:26:00,1
2019-09-19 19:28:00,1
2019-09-19 19:29:00,1
2019-09-19 19:30:00,1
2019-09-19 19:41:00,1
2019-09-19 19:43:00,1
2019-09-19 19:47:00,2
2019-09-19 19:52:00,1
2019-09-19 19:58:00,1
2019-09-19 20:03:00,1
2019-09-19 20:20:00,1
2019-09-19 20:28:00,1
2019-09-19 20:40:00,1
2019-09-19 20:41:00,1
2019-09-19 20:42:00,1
2019-09-19 20:45:00,1
2019-09-19 20:47:00,1
2019-09-19 20:49:00,1
2019-09-19 20:50:00,1
2019-09-19 21:21:00,1
2019-09-19 21:24:00,1
2019-09-19 21:25:00,1
2019-09-19 21:26:00,1
2019-09-19 21:29:00,1
2019-09-19 21:30:00,1
2019-09-19 21:31:00,1
2019-09-19 21:32:00,1
2019-09-19 21:34:00,1
2019-09-19 21:38:00,1
2019-09-19 21:39:00,1
2019-09-19 22:10:00,1
2019-09-19 22:13:00,1
2019-09-19 22:15:00,1
2019-09-19 22:17:00,1
2019-09-19 22:23:00,1
2019-09-19 22:41:00,1
2019-09-19 22:43:00,1
2019-09-19 22:48:00,1
2019-09-19 22:51:00,1
