22,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-09-19 00:54:00,1
2019-09-19 04:28:00,1
2019-09-19 05:29:00,1
2019-09-19 06:58:00,1
2019-09-19 09:28:00,1
2019-09-19 09:35:00,1
2019-09-19 09:53:00,1
2019-09-19 10:48:00,1
2019-09-19 11:33:00,1
2019-09-19 11:38:00,1
2019-09-19 12:02:00,1
2019-09-19 17:07:00,1
2019-09-19 18:03:00,1
2019-09-19 18:08:00,1
2019-09-19 20:35:00,1
2019-09-19 20:46:00,1
2019-09-19 20:49:00,1
2019-09-19 21:15:00,1
2019-09-19 21:32:00,1
2019-09-19 21:42:00,1
2019-09-19 21:53:00,1
2019-09-19 22:31:00,1
