16,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-19 03:36:00,1
2019-09-19 04:59:00,1
2019-09-19 05:03:00,1
2019-09-19 08:37:00,1
2019-09-19 08:38:00,1
2019-09-19 08:39:00,1
2019-09-19 08:40:00,1
2019-09-19 08:42:00,1
2019-09-19 08:43:00,1
2019-09-19 20:49:00,2
2019-09-19 21:50:00,1
2019-09-19 21:58:00,1
2019-09-19 22:14:00,1
2019-09-19 22:19:00,1
2019-09-19 22:29:00,1
