25,select * from stellarMassPCAWiscM1# where specObjId=#
2019-09-19 01:16:00,1
2019-09-19 03:47:00,1
2019-09-19 04:12:00,1
2019-09-19 05:27:00,1
2019-09-19 06:36:00,1
2019-09-19 07:28:00,1
2019-09-19 08:55:00,1
2019-09-19 09:01:00,1
2019-09-19 09:31:00,1
2019-09-19 11:48:00,1
2019-09-19 13:51:00,1
2019-09-19 17:18:00,1
2019-09-19 17:48:00,1
2019-09-19 17:54:00,1
2019-09-19 19:36:00,1
2019-09-19 20:38:00,1
2019-09-19 20:51:00,1
2019-09-19 21:03:00,1
2019-09-19 21:24:00,1
2019-09-19 21:27:00,1
2019-09-19 21:43:00,2
2019-09-19 21:54:00,1
2019-09-19 22:02:00,1
2019-09-19 22:15:00,1
