42,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-09-19 00:03:00,1
2019-09-19 00:05:00,1
2019-09-19 00:07:00,1
2019-09-19 00:08:00,1
2019-09-19 00:11:00,1
2019-09-19 00:12:00,1
2019-09-19 00:15:00,1
2019-09-19 00:17:00,1
2019-09-19 00:18:00,1
2019-09-19 00:20:00,1
2019-09-19 00:22:00,1
2019-09-19 00:27:00,1
2019-09-19 00:33:00,1
2019-09-19 00:35:00,1
2019-09-19 04:41:00,1
2019-09-19 04:42:00,1
2019-09-19 04:44:00,1
2019-09-19 04:52:00,1
2019-09-19 04:53:00,2
2019-09-19 04:55:00,1
2019-09-19 04:57:00,1
2019-09-19 05:03:00,1
2019-09-19 05:06:00,1
2019-09-19 05:29:00,1
2019-09-19 05:32:00,1
2019-09-19 05:35:00,1
2019-09-19 05:57:00,1
2019-09-19 06:00:00,1
2019-09-19 06:04:00,1
2019-09-19 23:34:00,1
2019-09-19 23:36:00,1
2019-09-19 23:40:00,2
2019-09-19 23:44:00,1
2019-09-19 23:46:00,1
2019-09-19 23:47:00,1
2019-09-19 23:49:00,1
2019-09-19 23:52:00,1
2019-09-19 23:54:00,1
2019-09-19 23:56:00,1
2019-09-19 23:58:00,1
