43,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-11-19 01:19:00,2
2019-11-19 01:33:00,1
2019-11-19 04:55:00,5
2019-11-19 05:15:00,1
2019-11-19 05:22:00,1
2019-11-19 05:23:00,1
2019-11-19 05:26:00,1
2019-11-19 05:39:00,1
2019-11-19 05:40:00,3
2019-11-19 05:45:00,2
2019-11-19 05:58:00,1
2019-11-19 06:23:00,1
2019-11-19 11:42:00,1
2019-11-19 13:04:00,1
2019-11-19 13:12:00,1
2019-11-19 13:20:00,1
2019-11-19 13:28:00,1
2019-11-19 14:06:00,1
2019-11-19 14:30:00,1
2019-11-19 14:45:00,1
2019-11-19 16:08:00,1
2019-11-19 16:11:00,1
2019-11-19 16:12:00,1
2019-11-19 16:19:00,1
2019-11-19 16:30:00,1
2019-11-19 16:38:00,1
2019-11-19 16:42:00,1
2019-11-19 16:51:00,1
2019-11-19 16:55:00,1
2019-11-19 17:05:00,1
2019-11-19 20:02:00,1
2019-11-19 20:03:00,1
2019-11-19 20:34:00,1
2019-11-19 22:27:00,2
