2,"SELECT g.ObjID, g.ra, g.dec 	into  mydb.galCoord_# 	from dbo.Galaxy as g, mydb.MyTable as o 	WHERE g.ObjID = o.objID"
2019-11-19 04:24:00,1
2019-11-19 04:25:00,1
