12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_i, type_i, psfMagErr_i FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-19 15:35:00,1
2019-11-19 15:43:00,1
2019-11-19 15:49:00,1
2019-11-19 16:01:00,1
2019-11-19 16:04:00,1
2019-11-19 16:08:00,1
2019-11-19 16:30:00,1
2019-11-19 16:37:00,1
2019-11-19 16:42:00,1
2019-11-19 16:44:00,1
2019-11-19 16:56:00,1
2019-11-19 17:03:00,1
