4126,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-11-19 19:36:00,79
2019-11-19 19:37:00,29
2019-11-19 19:38:00,29
2019-11-19 19:39:00,33
2019-11-19 19:40:00,38
2019-11-19 19:41:00,34
2019-11-19 19:42:00,35
2019-11-19 19:43:00,35
2019-11-19 19:44:00,43
2019-11-19 19:45:00,41
2019-11-19 19:46:00,48
2019-11-19 19:47:00,33
2019-11-19 19:48:00,37
2019-11-19 19:49:00,37
2019-11-19 19:50:00,31
2019-11-19 19:51:00,34
2019-11-19 19:52:00,32
2019-11-19 19:53:00,36
2019-11-19 19:54:00,35
2019-11-19 19:55:00,33
2019-11-19 19:56:00,29
2019-11-19 19:57:00,35
2019-11-19 19:58:00,35
2019-11-19 19:59:00,29
2019-11-19 20:00:00,30
2019-11-19 20:01:00,30
2019-11-19 20:02:00,36
2019-11-19 20:03:00,32
2019-11-19 20:04:00,27
2019-11-19 20:05:00,28
2019-11-19 20:06:00,30
2019-11-19 20:07:00,34
2019-11-19 20:08:00,30
2019-11-19 20:09:00,24
2019-11-19 20:10:00,26
2019-11-19 20:11:00,26
2019-11-19 20:12:00,21
2019-11-19 20:13:00,34
2019-11-19 20:14:00,25
2019-11-19 20:15:00,22
2019-11-19 20:16:00,28
2019-11-19 20:17:00,28
2019-11-19 20:18:00,26
2019-11-19 20:19:00,26
2019-11-19 20:20:00,36
2019-11-19 20:21:00,30
2019-11-19 20:22:00,34
2019-11-19 20:23:00,26
2019-11-19 20:24:00,27
2019-11-19 20:25:00,30
2019-11-19 20:26:00,34
2019-11-19 20:27:00,35
2019-11-19 20:28:00,30
2019-11-19 20:29:00,32
2019-11-19 20:30:00,33
2019-11-19 20:31:00,28
2019-11-19 20:32:00,22
2019-11-19 20:33:00,29
2019-11-19 20:34:00,24
2019-11-19 20:35:00,24
2019-11-19 20:36:00,23
2019-11-19 20:37:00,25
2019-11-19 20:38:00,22
2019-11-19 20:39:00,22
2019-11-19 20:40:00,22
2019-11-19 20:41:00,23
2019-11-19 20:42:00,20
2019-11-19 20:43:00,22
2019-11-19 20:44:00,18
2019-11-19 20:45:00,13
2019-11-19 20:46:00,17
2019-11-19 20:47:00,19
2019-11-19 20:48:00,20
2019-11-19 20:49:00,25
2019-11-19 20:50:00,22
2019-11-19 20:51:00,23
2019-11-19 20:52:00,20
2019-11-19 20:53:00,23
2019-11-19 20:54:00,21
2019-11-19 20:55:00,22
2019-11-19 20:56:00,19
2019-11-19 20:57:00,19
2019-11-19 20:58:00,18
2019-11-19 20:59:00,17
2019-11-19 21:00:00,19
2019-11-19 21:01:00,16
2019-11-19 21:02:00,16
2019-11-19 21:03:00,17
2019-11-19 21:04:00,17
2019-11-19 21:05:00,14
2019-11-19 21:06:00,16
2019-11-19 21:07:00,17
2019-11-19 21:08:00,18
2019-11-19 21:09:00,17
2019-11-19 21:10:00,15
2019-11-19 21:11:00,17
2019-11-19 21:12:00,15
2019-11-19 21:13:00,18
2019-11-19 21:14:00,16
2019-11-19 21:15:00,15
2019-11-19 21:16:00,18
2019-11-19 21:17:00,13
2019-11-19 21:18:00,8
2019-11-19 21:19:00,13
2019-11-19 21:20:00,15
2019-11-19 21:21:00,18
2019-11-19 21:22:00,14
2019-11-19 21:23:00,16
2019-11-19 21:24:00,7
2019-11-19 21:25:00,6
2019-11-19 21:26:00,12
2019-11-19 21:27:00,15
2019-11-19 21:28:00,13
2019-11-19 21:29:00,14
2019-11-19 21:30:00,12
2019-11-19 21:31:00,10
2019-11-19 21:32:00,10
2019-11-19 21:33:00,15
2019-11-19 21:34:00,15
2019-11-19 21:35:00,11
2019-11-19 21:36:00,16
2019-11-19 21:37:00,16
2019-11-19 21:38:00,16
2019-11-19 21:39:00,13
2019-11-19 21:40:00,11
2019-11-19 21:41:00,13
2019-11-19 21:42:00,12
2019-11-19 21:43:00,13
2019-11-19 21:44:00,11
2019-11-19 21:45:00,14
2019-11-19 21:46:00,12
2019-11-19 21:47:00,13
2019-11-19 21:48:00,12
2019-11-19 21:49:00,12
2019-11-19 21:50:00,13
2019-11-19 21:51:00,11
2019-11-19 21:52:00,11
2019-11-19 21:53:00,14
2019-11-19 21:54:00,14
2019-11-19 21:55:00,12
2019-11-19 21:56:00,13
2019-11-19 21:57:00,14
2019-11-19 21:58:00,10
2019-11-19 21:59:00,14
2019-11-19 22:00:00,13
2019-11-19 22:01:00,11
2019-11-19 22:02:00,11
2019-11-19 22:03:00,14
2019-11-19 22:04:00,13
2019-11-19 22:05:00,10
2019-11-19 22:06:00,11
2019-11-19 22:07:00,6
2019-11-19 22:08:00,1
2019-11-19 22:09:00,1
2019-11-19 22:10:00,4
2019-11-19 22:11:00,2
2019-11-19 22:12:00,5
2019-11-19 22:13:00,5
2019-11-19 22:14:00,9
2019-11-19 22:15:00,7
2019-11-19 22:16:00,3
2019-11-19 22:17:00,4
2019-11-19 22:18:00,1
2019-11-19 22:19:00,2
2019-11-19 22:21:00,4
2019-11-19 22:22:00,1
2019-11-19 22:23:00,1
2019-11-19 22:25:00,1
2019-11-19 22:26:00,1
2019-11-19 22:27:00,3
2019-11-19 22:29:00,1
2019-11-19 22:30:00,1
2019-11-19 22:31:00,2
2019-11-19 22:32:00,3
2019-11-19 22:33:00,2
2019-11-19 22:34:00,8
2019-11-19 22:35:00,6
2019-11-19 22:36:00,3
2019-11-19 22:37:00,2
2019-11-19 22:38:00,3
2019-11-19 22:39:00,4
2019-11-19 22:40:00,2
2019-11-19 22:41:00,3
2019-11-19 22:42:00,4
2019-11-19 22:43:00,5
2019-11-19 22:44:00,6
2019-11-19 22:45:00,4
2019-11-19 22:46:00,2
2019-11-19 22:47:00,1
2019-11-19 22:48:00,4
2019-11-19 22:49:00,3
2019-11-19 22:50:00,4
2019-11-19 22:51:00,10
2019-11-19 22:52:00,11
2019-11-19 22:53:00,12
2019-11-19 22:54:00,13
2019-11-19 22:55:00,12
2019-11-19 22:56:00,14
2019-11-19 22:57:00,13
2019-11-19 22:58:00,14
2019-11-19 22:59:00,13
2019-11-19 23:00:00,14
2019-11-19 23:01:00,11
2019-11-19 23:02:00,10
2019-11-19 23:03:00,12
2019-11-19 23:04:00,12
2019-11-19 23:05:00,11
2019-11-19 23:06:00,10
2019-11-19 23:07:00,11
2019-11-19 23:08:00,11
2019-11-19 23:09:00,11
2019-11-19 23:10:00,9
2019-11-19 23:11:00,10
2019-11-19 23:12:00,12
2019-11-19 23:13:00,7
2019-11-19 23:14:00,4
2019-11-19 23:15:00,1
2019-11-19 23:16:00,2
2019-11-19 23:17:00,2
2019-11-19 23:18:00,2
2019-11-19 23:19:00,2
2019-11-19 23:20:00,5
2019-11-19 23:21:00,11
2019-11-19 23:22:00,8
2019-11-19 23:23:00,10
2019-11-19 23:24:00,11
2019-11-19 23:25:00,7
2019-11-19 23:26:00,7
2019-11-19 23:27:00,11
