16,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-11-19 06:35:00,1
2019-11-19 06:38:00,1
2019-11-19 06:40:00,1
2019-11-19 17:15:00,1
2019-11-19 17:17:00,1
2019-11-19 17:20:00,1
2019-11-19 17:25:00,1
2019-11-19 17:34:00,1
2019-11-19 17:51:00,1
2019-11-19 18:40:00,1
2019-11-19 18:50:00,1
2019-11-19 18:59:00,1
2019-11-19 19:16:00,1
2019-11-19 23:32:00,1
2019-11-19 23:35:00,1
2019-11-19 23:37:00,1
