148,select * from fDocFunctionParams(&&&)
2019-11-19 01:17:00,7
2019-11-19 01:19:00,28
2019-11-19 01:21:00,3
2019-11-19 01:35:00,2
2019-11-19 01:44:00,1
2019-11-19 02:02:00,2
2019-11-19 03:32:00,1
2019-11-19 04:19:00,2
2019-11-19 05:50:00,3
2019-11-19 05:51:00,2
2019-11-19 05:52:00,1
2019-11-19 05:53:00,4
2019-11-19 05:54:00,5
2019-11-19 05:55:00,3
2019-11-19 07:38:00,1
2019-11-19 07:52:00,23
2019-11-19 07:53:00,22
2019-11-19 07:54:00,1
2019-11-19 08:05:00,1
2019-11-19 08:06:00,2
2019-11-19 08:26:00,1
2019-11-19 08:35:00,2
2019-11-19 11:23:00,3
2019-11-19 11:50:00,3
2019-11-19 11:54:00,1
2019-11-19 12:06:00,1
2019-11-19 13:04:00,1
2019-11-19 14:03:00,1
2019-11-19 14:06:00,3
2019-11-19 14:14:00,2
2019-11-19 14:15:00,1
2019-11-19 15:15:00,3
2019-11-19 17:09:00,3
2019-11-19 17:29:00,1
2019-11-19 20:23:00,3
2019-11-19 21:45:00,3
2019-11-19 22:20:00,1
2019-11-19 22:42:00,1
