27,select * from SpecLine where specObjId=#
2019-10-26 09:22:00,1
2019-10-26 11:12:00,1
2019-10-26 11:17:00,2
2019-10-26 11:20:00,1
2019-10-26 11:36:00,1
2019-10-26 11:42:00,1
2019-10-26 11:47:00,1
2019-10-26 11:50:00,1
2019-10-26 11:52:00,1
2019-10-26 11:54:00,1
2019-10-26 11:55:00,1
2019-10-26 11:56:00,1
2019-10-26 11:59:00,1
2019-10-26 12:01:00,1
2019-10-26 12:19:00,1
2019-10-26 12:20:00,3
2019-10-26 12:25:00,1
2019-10-26 13:06:00,1
2019-10-26 16:17:00,1
2019-10-26 17:33:00,1
2019-10-26 18:51:00,1
2019-10-26 21:48:00,1
2019-10-26 21:50:00,1
2019-10-26 21:56:00,1
