45,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-10-26 00:46:00,1
2019-10-26 00:54:00,1
2019-10-26 01:20:00,1
2019-10-26 01:31:00,1
2019-10-26 01:45:00,1
2019-10-26 02:45:00,1
2019-10-26 03:45:00,1
2019-10-26 04:46:00,1
2019-10-26 05:45:00,1
2019-10-26 06:45:00,1
2019-10-26 07:45:00,1
2019-10-26 08:45:00,1
2019-10-26 09:33:00,1
2019-10-26 09:45:00,1
2019-10-26 10:45:00,2
2019-10-26 10:59:00,9
2019-10-26 11:32:00,1
2019-10-26 11:45:00,1
2019-10-26 12:45:00,1
2019-10-26 13:45:00,1
2019-10-26 14:45:00,1
2019-10-26 15:46:00,1
2019-10-26 15:59:00,1
2019-10-26 16:46:00,1
2019-10-26 17:45:00,1
2019-10-26 18:45:00,1
2019-10-26 19:45:00,1
2019-10-26 20:04:00,9
