149,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-26 04:20:00,2
2019-10-26 05:25:00,3
2019-10-26 06:20:00,7
2019-10-26 06:25:00,13
2019-10-26 07:20:00,1
2019-10-26 12:20:00,1
2019-10-26 12:21:00,2
2019-10-26 13:20:00,1
2019-10-26 14:25:00,32
2019-10-26 14:26:00,36
2019-10-26 14:27:00,31
2019-10-26 15:45:00,2
2019-10-26 16:15:00,1
2019-10-26 16:45:00,1
2019-10-26 16:47:00,10
2019-10-26 18:20:00,1
2019-10-26 19:20:00,1
2019-10-26 19:25:00,1
2019-10-26 21:25:00,1
2019-10-26 21:27:00,2
