1164,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-26 12:32:00,83
2019-10-26 12:33:00,78
2019-10-26 12:34:00,13
2019-10-26 12:35:00,64
2019-10-26 12:36:00,71
2019-10-26 12:37:00,26
2019-10-26 12:38:00,39
2019-10-26 12:39:00,90
2019-10-26 12:40:00,346
2019-10-26 12:42:00,17
2019-10-26 12:44:00,31
2019-10-26 12:45:00,90
2019-10-26 12:46:00,20
2019-10-26 12:47:00,60
2019-10-26 12:48:00,112
2019-10-26 12:49:00,24
