487478,"select ObjID,ra,dec,dbo.fIAUFromEq(ra,dec) FROM PhotoObj WHERE ObjID=#"
2019-10-26 01:50:00,393
2019-10-26 01:51:00,401
2019-10-26 01:52:00,381
2019-10-26 01:53:00,319
2019-10-26 01:54:00,368
2019-10-26 01:55:00,394
2019-10-26 01:56:00,315
2019-10-26 01:57:00,372
2019-10-26 01:58:00,389
2019-10-26 01:59:00,397
2019-10-26 02:00:00,391
2019-10-26 02:01:00,396
2019-10-26 02:02:00,382
2019-10-26 02:03:00,361
2019-10-26 02:04:00,345
2019-10-26 02:05:00,349
2019-10-26 02:06:00,390
2019-10-26 02:07:00,395
2019-10-26 02:08:00,393
2019-10-26 02:09:00,381
2019-10-26 02:10:00,343
2019-10-26 02:11:00,396
2019-10-26 02:12:00,401
2019-10-26 02:13:00,400
2019-10-26 02:14:00,402
2019-10-26 02:15:00,405
2019-10-26 02:16:00,405
2019-10-26 02:17:00,345
2019-10-26 02:18:00,309
2019-10-26 02:19:00,395
2019-10-26 02:20:00,404
2019-10-26 02:21:00,404
2019-10-26 02:22:00,397
2019-10-26 02:23:00,337
2019-10-26 02:24:00,294
2019-10-26 02:25:00,356
2019-10-26 02:26:00,359
2019-10-26 02:27:00,375
2019-10-26 02:28:00,375
2019-10-26 02:29:00,392
2019-10-26 02:30:00,380
2019-10-26 02:31:00,392
2019-10-26 02:32:00,386
2019-10-26 02:33:00,355
2019-10-26 02:34:00,340
2019-10-26 02:35:00,404
2019-10-26 02:36:00,403
2019-10-26 02:37:00,331
2019-10-26 02:38:00,356
2019-10-26 02:39:00,393
2019-10-26 02:40:00,391
2019-10-26 02:41:00,393
2019-10-26 02:42:00,397
2019-10-26 02:43:00,368
2019-10-26 02:44:00,370
2019-10-26 02:45:00,364
2019-10-26 02:46:00,381
2019-10-26 02:47:00,373
2019-10-26 02:48:00,400
2019-10-26 02:49:00,403
2019-10-26 02:50:00,362
2019-10-26 02:51:00,404
2019-10-26 02:52:00,330
2019-10-26 02:53:00,278
2019-10-26 02:54:00,400
2019-10-26 02:55:00,394
2019-10-26 02:56:00,394
2019-10-26 02:57:00,394
2019-10-26 02:58:00,382
2019-10-26 02:59:00,370
2019-10-26 03:00:00,385
2019-10-26 03:01:00,390
2019-10-26 03:02:00,359
2019-10-26 03:03:00,397
2019-10-26 03:04:00,401
2019-10-26 03:05:00,396
2019-10-26 03:06:00,329
2019-10-26 03:07:00,370
2019-10-26 03:08:00,399
2019-10-26 03:09:00,397
2019-10-26 03:10:00,383
2019-10-26 03:11:00,395
2019-10-26 03:12:00,386
2019-10-26 03:13:00,369
2019-10-26 03:14:00,344
2019-10-26 03:15:00,398
2019-10-26 03:16:00,382
2019-10-26 03:17:00,391
2019-10-26 03:18:00,399
2019-10-26 03:19:00,379
2019-10-26 03:20:00,303
2019-10-26 03:21:00,381
2019-10-26 03:22:00,397
2019-10-26 03:23:00,395
2019-10-26 03:24:00,351
2019-10-26 03:25:00,398
2019-10-26 03:26:00,344
2019-10-26 03:27:00,381
2019-10-26 03:28:00,402
2019-10-26 03:29:00,382
2019-10-26 03:30:00,401
2019-10-26 03:31:00,406
2019-10-26 03:32:00,386
2019-10-26 03:33:00,390
2019-10-26 03:34:00,314
2019-10-26 03:35:00,397
2019-10-26 03:36:00,364
2019-10-26 03:37:00,351
2019-10-26 03:38:00,385
2019-10-26 03:39:00,399
2019-10-26 03:40:00,398
2019-10-26 03:41:00,344
2019-10-26 03:42:00,359
2019-10-26 03:43:00,376
2019-10-26 03:44:00,402
2019-10-26 03:45:00,404
2019-10-26 03:46:00,324
2019-10-26 03:47:00,334
2019-10-26 03:48:00,353
2019-10-26 03:49:00,392
2019-10-26 03:50:00,391
2019-10-26 03:51:00,401
2019-10-26 03:52:00,392
2019-10-26 03:53:00,404
2019-10-26 03:54:00,398
2019-10-26 03:55:00,353
2019-10-26 03:56:00,399
2019-10-26 03:57:00,334
2019-10-26 03:58:00,401
2019-10-26 03:59:00,386
2019-10-26 04:00:00,326
2019-10-26 04:01:00,289
2019-10-26 04:02:00,266
2019-10-26 04:03:00,293
2019-10-26 04:04:00,314
2019-10-26 04:05:00,283
2019-10-26 04:06:00,337
2019-10-26 04:07:00,316
2019-10-26 04:08:00,343
2019-10-26 04:09:00,369
2019-10-26 04:10:00,362
2019-10-26 04:11:00,396
2019-10-26 04:12:00,405
2019-10-26 04:13:00,397
2019-10-26 04:14:00,399
2019-10-26 04:15:00,373
2019-10-26 04:16:00,350
2019-10-26 04:17:00,401
2019-10-26 04:18:00,399
2019-10-26 04:19:00,396
2019-10-26 04:20:00,394
2019-10-26 04:21:00,395
2019-10-26 04:22:00,364
2019-10-26 04:23:00,399
2019-10-26 04:24:00,375
2019-10-26 04:25:00,355
2019-10-26 04:26:00,393
2019-10-26 04:27:00,393
2019-10-26 04:28:00,378
2019-10-26 04:29:00,278
2019-10-26 04:30:00,354
2019-10-26 04:31:00,397
2019-10-26 04:32:00,339
2019-10-26 04:33:00,403
2019-10-26 04:34:00,404
2019-10-26 04:35:00,345
2019-10-26 04:36:00,377
2019-10-26 04:37:00,400
2019-10-26 04:38:00,369
2019-10-26 04:39:00,400
2019-10-26 04:40:00,396
2019-10-26 04:41:00,399
2019-10-26 04:42:00,316
2019-10-26 04:43:00,332
2019-10-26 04:44:00,399
2019-10-26 04:45:00,396
2019-10-26 04:46:00,405
2019-10-26 04:47:00,404
2019-10-26 04:48:00,375
2019-10-26 04:49:00,293
2019-10-26 04:50:00,370
2019-10-26 04:51:00,398
2019-10-26 04:52:00,392
2019-10-26 04:53:00,404
2019-10-26 04:54:00,367
2019-10-26 04:55:00,396
2019-10-26 04:56:00,342
2019-10-26 04:57:00,355
2019-10-26 04:58:00,353
2019-10-26 04:59:00,318
2019-10-26 05:00:00,321
2019-10-26 05:01:00,362
2019-10-26 05:02:00,344
2019-10-26 05:03:00,388
2019-10-26 05:04:00,339
2019-10-26 05:05:00,378
2019-10-26 05:06:00,386
2019-10-26 05:07:00,384
2019-10-26 05:08:00,352
2019-10-26 05:09:00,395
2019-10-26 05:10:00,362
2019-10-26 05:11:00,396
2019-10-26 05:12:00,404
2019-10-26 05:13:00,399
2019-10-26 05:14:00,403
2019-10-26 05:15:00,401
2019-10-26 05:16:00,404
2019-10-26 05:17:00,368
2019-10-26 05:18:00,346
2019-10-26 05:19:00,407
2019-10-26 05:20:00,394
2019-10-26 05:21:00,407
2019-10-26 05:22:00,379
2019-10-26 05:23:00,293
2019-10-26 05:24:00,337
2019-10-26 05:25:00,369
2019-10-26 05:26:00,397
2019-10-26 05:27:00,382
2019-10-26 05:28:00,396
2019-10-26 05:29:00,402
2019-10-26 05:30:00,403
2019-10-26 05:31:00,352
2019-10-26 05:32:00,402
2019-10-26 05:33:00,400
2019-10-26 05:34:00,406
2019-10-26 05:35:00,403
2019-10-26 05:36:00,395
2019-10-26 05:37:00,320
2019-10-26 05:38:00,348
2019-10-26 05:39:00,398
2019-10-26 05:40:00,397
2019-10-26 05:41:00,402
2019-10-26 05:42:00,406
2019-10-26 05:43:00,379
2019-10-26 05:44:00,393
2019-10-26 05:45:00,292
2019-10-26 05:46:00,372
2019-10-26 05:47:00,400
2019-10-26 05:48:00,401
2019-10-26 05:49:00,376
2019-10-26 05:50:00,374
2019-10-26 05:51:00,404
2019-10-26 05:52:00,374
2019-10-26 05:53:00,323
2019-10-26 05:54:00,377
2019-10-26 05:55:00,392
2019-10-26 05:56:00,398
2019-10-26 05:57:00,363
2019-10-26 05:58:00,401
2019-10-26 05:59:00,393
2019-10-26 06:00:00,400
2019-10-26 06:01:00,403
2019-10-26 06:02:00,405
2019-10-26 06:03:00,381
2019-10-26 06:04:00,395
2019-10-26 06:05:00,393
2019-10-26 06:06:00,401
2019-10-26 06:07:00,404
2019-10-26 06:08:00,326
2019-10-26 06:09:00,378
2019-10-26 06:10:00,383
2019-10-26 06:11:00,402
2019-10-26 06:12:00,406
2019-10-26 06:13:00,400
2019-10-26 06:14:00,405
2019-10-26 06:15:00,400
2019-10-26 06:16:00,382
2019-10-26 06:17:00,400
2019-10-26 06:18:00,396
2019-10-26 06:19:00,398
2019-10-26 06:20:00,381
2019-10-26 06:21:00,391
2019-10-26 06:22:00,379
2019-10-26 06:23:00,358
2019-10-26 06:24:00,343
2019-10-26 06:25:00,360
2019-10-26 06:26:00,376
2019-10-26 06:27:00,384
2019-10-26 06:28:00,385
2019-10-26 06:29:00,405
2019-10-26 06:30:00,376
2019-10-26 06:31:00,379
2019-10-26 06:32:00,358
2019-10-26 06:33:00,400
2019-10-26 06:34:00,400
2019-10-26 06:35:00,395
2019-10-26 06:36:00,393
2019-10-26 06:37:00,404
2019-10-26 06:38:00,391
2019-10-26 06:39:00,387
2019-10-26 06:40:00,371
2019-10-26 06:41:00,393
2019-10-26 06:42:00,391
2019-10-26 06:43:00,394
2019-10-26 06:44:00,404
2019-10-26 06:45:00,350
2019-10-26 06:46:00,383
2019-10-26 06:47:00,406
2019-10-26 06:48:00,404
2019-10-26 06:49:00,376
2019-10-26 06:50:00,404
2019-10-26 06:51:00,358
2019-10-26 06:52:00,398
2019-10-26 06:53:00,400
2019-10-26 06:54:00,395
2019-10-26 06:55:00,395
2019-10-26 06:56:00,331
2019-10-26 06:57:00,391
2019-10-26 06:58:00,404
2019-10-26 06:59:00,396
2019-10-26 07:00:00,388
2019-10-26 07:01:00,390
2019-10-26 07:02:00,386
2019-10-26 07:03:00,393
2019-10-26 07:04:00,402
2019-10-26 07:05:00,380
2019-10-26 07:06:00,402
2019-10-26 07:07:00,402
2019-10-26 07:08:00,403
2019-10-26 07:09:00,397
2019-10-26 07:10:00,405
2019-10-26 07:11:00,401
2019-10-26 07:12:00,399
2019-10-26 07:13:00,404
2019-10-26 07:14:00,403
2019-10-26 07:15:00,401
2019-10-26 07:16:00,401
2019-10-26 07:17:00,401
2019-10-26 07:18:00,405
2019-10-26 07:19:00,336
2019-10-26 07:20:00,400
2019-10-26 07:21:00,395
2019-10-26 07:22:00,394
2019-10-26 07:23:00,397
2019-10-26 07:24:00,397
2019-10-26 07:25:00,372
2019-10-26 07:26:00,396
2019-10-26 07:27:00,395
2019-10-26 07:28:00,383
2019-10-26 07:29:00,391
2019-10-26 07:30:00,346
2019-10-26 07:31:00,398
2019-10-26 07:32:00,389
2019-10-26 07:33:00,387
2019-10-26 07:34:00,398
2019-10-26 07:35:00,389
2019-10-26 07:36:00,332
2019-10-26 07:37:00,380
2019-10-26 07:38:00,371
2019-10-26 07:39:00,400
2019-10-26 07:40:00,397
2019-10-26 07:41:00,386
2019-10-26 07:42:00,383
2019-10-26 07:43:00,392
2019-10-26 07:44:00,404
2019-10-26 07:45:00,398
2019-10-26 07:46:00,377
2019-10-26 07:47:00,393
2019-10-26 07:48:00,334
2019-10-26 07:49:00,366
2019-10-26 07:50:00,374
2019-10-26 07:51:00,398
2019-10-26 07:52:00,366
2019-10-26 07:53:00,391
2019-10-26 07:54:00,389
2019-10-26 07:55:00,403
2019-10-26 07:56:00,397
2019-10-26 07:57:00,401
2019-10-26 07:58:00,404
2019-10-26 07:59:00,403
2019-10-26 08:00:00,401
2019-10-26 08:01:00,396
2019-10-26 08:02:00,309
2019-10-26 08:03:00,372
2019-10-26 08:04:00,394
2019-10-26 08:05:00,393
2019-10-26 08:06:00,399
2019-10-26 08:07:00,400
2019-10-26 08:08:00,386
2019-10-26 08:09:00,404
2019-10-26 08:10:00,399
2019-10-26 08:11:00,392
2019-10-26 08:12:00,403
2019-10-26 08:13:00,399
2019-10-26 08:14:00,395
2019-10-26 08:15:00,400
2019-10-26 08:16:00,228
2019-10-26 08:17:00,397
2019-10-26 08:18:00,398
2019-10-26 08:19:00,397
2019-10-26 08:20:00,398
2019-10-26 08:21:00,403
2019-10-26 08:22:00,397
2019-10-26 08:23:00,403
2019-10-26 08:24:00,389
2019-10-26 08:25:00,405
2019-10-26 08:26:00,394
2019-10-26 08:27:00,355
2019-10-26 08:28:00,310
2019-10-26 08:29:00,381
2019-10-26 08:30:00,298
2019-10-26 08:31:00,365
2019-10-26 08:32:00,345
2019-10-26 08:33:00,388
2019-10-26 08:34:00,372
2019-10-26 08:35:00,375
2019-10-26 08:36:00,315
2019-10-26 08:37:00,384
2019-10-26 08:38:00,394
2019-10-26 08:39:00,335
2019-10-26 08:40:00,386
2019-10-26 08:41:00,301
2019-10-26 08:42:00,383
2019-10-26 08:43:00,363
2019-10-26 08:44:00,385
2019-10-26 08:45:00,397
2019-10-26 08:46:00,370
2019-10-26 08:47:00,388
2019-10-26 08:48:00,380
2019-10-26 08:49:00,392
2019-10-26 08:50:00,380
2019-10-26 08:51:00,380
2019-10-26 08:52:00,375
2019-10-26 08:53:00,397
2019-10-26 08:54:00,393
2019-10-26 08:55:00,382
2019-10-26 08:56:00,378
2019-10-26 08:57:00,388
2019-10-26 08:58:00,374
2019-10-26 08:59:00,381
2019-10-26 09:00:00,320
2019-10-26 09:01:00,384
2019-10-26 09:02:00,388
2019-10-26 09:03:00,383
2019-10-26 09:04:00,379
2019-10-26 09:05:00,379
2019-10-26 09:06:00,383
2019-10-26 09:07:00,374
2019-10-26 09:08:00,362
2019-10-26 09:09:00,376
2019-10-26 09:10:00,387
2019-10-26 09:11:00,382
2019-10-26 09:12:00,376
2019-10-26 09:13:00,382
2019-10-26 09:14:00,390
2019-10-26 09:15:00,344
2019-10-26 09:16:00,339
2019-10-26 09:17:00,376
2019-10-26 09:18:00,388
2019-10-26 09:19:00,376
2019-10-26 09:20:00,355
2019-10-26 09:21:00,387
2019-10-26 09:22:00,404
2019-10-26 09:23:00,379
2019-10-26 09:24:00,397
2019-10-26 09:25:00,379
2019-10-26 09:26:00,391
2019-10-26 09:27:00,327
2019-10-26 09:28:00,359
2019-10-26 09:29:00,396
2019-10-26 09:30:00,400
2019-10-26 09:31:00,320
2019-10-26 09:32:00,336
2019-10-26 09:33:00,393
2019-10-26 09:34:00,393
2019-10-26 09:35:00,391
2019-10-26 09:36:00,398
2019-10-26 09:37:00,404
2019-10-26 09:38:00,398
2019-10-26 09:39:00,401
2019-10-26 09:40:00,396
2019-10-26 09:41:00,402
2019-10-26 09:42:00,398
2019-10-26 09:43:00,401
2019-10-26 09:44:00,386
2019-10-26 09:45:00,399
2019-10-26 09:46:00,403
2019-10-26 09:47:00,389
2019-10-26 09:48:00,337
2019-10-26 09:49:00,399
2019-10-26 09:50:00,403
2019-10-26 09:51:00,397
2019-10-26 09:52:00,388
2019-10-26 09:53:00,380
2019-10-26 09:54:00,402
2019-10-26 09:55:00,402
2019-10-26 09:56:00,372
2019-10-26 09:57:00,401
2019-10-26 09:58:00,401
2019-10-26 09:59:00,404
2019-10-26 10:00:00,399
2019-10-26 10:01:00,396
2019-10-26 10:02:00,394
2019-10-26 10:03:00,391
2019-10-26 10:04:00,364
2019-10-26 10:05:00,383
2019-10-26 10:06:00,403
2019-10-26 10:07:00,398
2019-10-26 10:08:00,304
2019-10-26 10:09:00,377
2019-10-26 10:10:00,388
2019-10-26 10:11:00,387
2019-10-26 10:12:00,385
2019-10-26 10:13:00,375
2019-10-26 10:14:00,391
2019-10-26 10:15:00,380
2019-10-26 10:16:00,386
2019-10-26 10:17:00,391
2019-10-26 10:18:00,386
2019-10-26 10:19:00,344
2019-10-26 10:20:00,386
2019-10-26 10:21:00,383
2019-10-26 10:22:00,386
2019-10-26 10:23:00,390
2019-10-26 10:24:00,387
2019-10-26 10:25:00,394
2019-10-26 10:26:00,384
2019-10-26 10:27:00,386
2019-10-26 10:28:00,390
2019-10-26 10:29:00,386
2019-10-26 10:30:00,391
2019-10-26 10:31:00,361
2019-10-26 10:32:00,352
2019-10-26 10:33:00,385
2019-10-26 10:34:00,397
2019-10-26 10:35:00,388
2019-10-26 10:36:00,385
2019-10-26 10:37:00,386
2019-10-26 10:38:00,373
2019-10-26 10:39:00,377
2019-10-26 10:40:00,387
2019-10-26 10:41:00,370
2019-10-26 10:42:00,388
2019-10-26 10:43:00,386
2019-10-26 10:44:00,321
2019-10-26 10:45:00,392
2019-10-26 10:46:00,362
2019-10-26 10:47:00,258
2019-10-26 10:48:00,370
2019-10-26 10:49:00,392
2019-10-26 10:50:00,385
2019-10-26 10:51:00,389
2019-10-26 10:52:00,389
2019-10-26 10:53:00,388
2019-10-26 10:54:00,377
2019-10-26 10:55:00,385
2019-10-26 10:56:00,395
2019-10-26 10:57:00,394
2019-10-26 10:58:00,384
2019-10-26 10:59:00,391
2019-10-26 11:00:00,374
2019-10-26 11:01:00,381
2019-10-26 11:02:00,373
2019-10-26 11:03:00,390
2019-10-26 11:04:00,368
2019-10-26 11:05:00,390
2019-10-26 11:06:00,311
2019-10-26 11:07:00,377
2019-10-26 11:08:00,325
2019-10-26 11:09:00,365
2019-10-26 11:10:00,383
2019-10-26 11:11:00,388
2019-10-26 11:12:00,390
2019-10-26 11:13:00,376
2019-10-26 11:14:00,383
2019-10-26 11:15:00,383
2019-10-26 11:16:00,386
2019-10-26 11:17:00,390
2019-10-26 11:18:00,390
2019-10-26 11:19:00,386
2019-10-26 11:20:00,389
2019-10-26 11:21:00,381
2019-10-26 11:22:00,394
2019-10-26 11:23:00,388
2019-10-26 11:24:00,375
2019-10-26 11:25:00,358
2019-10-26 11:26:00,364
2019-10-26 11:27:00,326
2019-10-26 11:28:00,371
2019-10-26 11:29:00,383
2019-10-26 11:30:00,375
2019-10-26 11:31:00,370
2019-10-26 11:32:00,362
2019-10-26 11:33:00,387
2019-10-26 11:34:00,384
2019-10-26 11:35:00,373
2019-10-26 11:36:00,384
2019-10-26 11:37:00,393
2019-10-26 11:38:00,388
2019-10-26 11:39:00,392
2019-10-26 11:40:00,399
2019-10-26 11:41:00,300
2019-10-26 11:42:00,317
2019-10-26 11:43:00,367
2019-10-26 11:44:00,337
2019-10-26 11:45:00,388
2019-10-26 11:46:00,391
2019-10-26 11:47:00,397
2019-10-26 11:48:00,393
2019-10-26 11:49:00,392
2019-10-26 11:50:00,387
2019-10-26 11:51:00,392
2019-10-26 11:52:00,392
2019-10-26 11:53:00,387
2019-10-26 11:54:00,329
2019-10-26 11:55:00,394
2019-10-26 11:56:00,325
2019-10-26 11:57:00,389
2019-10-26 11:58:00,387
2019-10-26 11:59:00,396
2019-10-26 12:00:00,383
2019-10-26 12:01:00,389
2019-10-26 12:02:00,396
2019-10-26 12:03:00,324
2019-10-26 12:04:00,389
2019-10-26 12:05:00,396
2019-10-26 12:06:00,299
2019-10-26 12:07:00,370
2019-10-26 12:08:00,394
2019-10-26 12:09:00,393
2019-10-26 12:10:00,392
2019-10-26 12:11:00,393
2019-10-26 12:12:00,398
2019-10-26 12:13:00,386
2019-10-26 12:14:00,391
2019-10-26 12:15:00,394
2019-10-26 12:16:00,380
2019-10-26 12:17:00,399
2019-10-26 12:18:00,394
2019-10-26 12:19:00,396
2019-10-26 12:20:00,384
2019-10-26 12:21:00,395
2019-10-26 12:22:00,381
2019-10-26 12:23:00,372
2019-10-26 12:24:00,387
2019-10-26 12:25:00,377
2019-10-26 12:26:00,376
2019-10-26 12:27:00,392
2019-10-26 12:28:00,382
2019-10-26 12:29:00,335
2019-10-26 12:30:00,389
2019-10-26 12:31:00,389
2019-10-26 12:32:00,380
2019-10-26 12:33:00,361
2019-10-26 12:34:00,389
2019-10-26 12:35:00,388
2019-10-26 12:36:00,388
2019-10-26 12:37:00,393
2019-10-26 12:38:00,333
2019-10-26 12:39:00,396
2019-10-26 12:40:00,372
2019-10-26 12:41:00,384
2019-10-26 12:42:00,336
2019-10-26 12:43:00,372
2019-10-26 12:44:00,375
2019-10-26 12:45:00,374
2019-10-26 12:46:00,376
2019-10-26 12:47:00,377
2019-10-26 12:48:00,382
2019-10-26 12:49:00,364
2019-10-26 12:50:00,390
2019-10-26 12:51:00,374
2019-10-26 12:52:00,389
2019-10-26 12:53:00,393
2019-10-26 12:54:00,382
2019-10-26 12:55:00,390
2019-10-26 12:56:00,393
2019-10-26 12:57:00,377
2019-10-26 12:58:00,385
2019-10-26 12:59:00,391
2019-10-26 13:00:00,395
2019-10-26 13:01:00,385
2019-10-26 13:02:00,375
2019-10-26 13:03:00,392
2019-10-26 13:04:00,394
2019-10-26 13:05:00,385
2019-10-26 13:06:00,273
2019-10-26 13:07:00,392
2019-10-26 13:08:00,366
2019-10-26 13:09:00,387
2019-10-26 13:10:00,367
2019-10-26 13:11:00,317
2019-10-26 13:12:00,342
2019-10-26 13:13:00,331
2019-10-26 13:14:00,372
2019-10-26 13:15:00,361
2019-10-26 13:16:00,374
2019-10-26 13:17:00,328
2019-10-26 13:18:00,367
2019-10-26 13:19:00,314
2019-10-26 13:20:00,387
2019-10-26 13:21:00,380
2019-10-26 13:22:00,361
2019-10-26 13:23:00,383
2019-10-26 13:24:00,390
2019-10-26 13:25:00,397
2019-10-26 13:26:00,355
2019-10-26 13:27:00,276
2019-10-26 13:28:00,330
2019-10-26 13:29:00,385
2019-10-26 13:30:00,376
2019-10-26 13:31:00,383
2019-10-26 13:32:00,387
2019-10-26 13:33:00,366
2019-10-26 13:34:00,335
2019-10-26 13:35:00,392
2019-10-26 13:36:00,388
2019-10-26 13:37:00,394
2019-10-26 13:38:00,374
2019-10-26 13:39:00,383
2019-10-26 13:40:00,387
2019-10-26 13:41:00,334
2019-10-26 13:42:00,301
2019-10-26 13:43:00,364
2019-10-26 13:44:00,372
2019-10-26 13:45:00,364
2019-10-26 13:46:00,376
2019-10-26 13:47:00,333
2019-10-26 13:48:00,387
2019-10-26 13:49:00,336
2019-10-26 13:50:00,283
2019-10-26 13:51:00,363
2019-10-26 13:52:00,365
2019-10-26 13:53:00,392
2019-10-26 13:54:00,382
2019-10-26 13:55:00,369
2019-10-26 13:56:00,340
2019-10-26 13:57:00,344
2019-10-26 13:58:00,332
2019-10-26 13:59:00,347
2019-10-26 14:00:00,378
2019-10-26 14:01:00,384
2019-10-26 14:02:00,348
2019-10-26 14:03:00,358
2019-10-26 14:04:00,315
2019-10-26 14:05:00,372
2019-10-26 14:06:00,314
2019-10-26 14:07:00,365
2019-10-26 14:08:00,382
2019-10-26 14:09:00,376
2019-10-26 14:10:00,306
2019-10-26 14:11:00,330
2019-10-26 14:12:00,387
2019-10-26 14:13:00,391
2019-10-26 14:14:00,369
2019-10-26 14:15:00,384
2019-10-26 14:16:00,373
2019-10-26 14:17:00,388
2019-10-26 14:18:00,295
2019-10-26 14:19:00,310
2019-10-26 14:20:00,381
2019-10-26 14:21:00,384
2019-10-26 14:22:00,375
2019-10-26 14:23:00,385
2019-10-26 14:24:00,367
2019-10-26 14:25:00,317
2019-10-26 14:26:00,347
2019-10-26 14:27:00,359
2019-10-26 14:28:00,377
2019-10-26 14:29:00,372
2019-10-26 14:30:00,381
2019-10-26 14:31:00,304
2019-10-26 14:32:00,371
2019-10-26 14:33:00,320
2019-10-26 14:34:00,372
2019-10-26 14:35:00,374
2019-10-26 14:36:00,388
2019-10-26 14:37:00,385
2019-10-26 14:38:00,387
2019-10-26 14:39:00,385
2019-10-26 14:40:00,350
2019-10-26 14:41:00,241
2019-10-26 14:42:00,316
2019-10-26 14:43:00,350
2019-10-26 14:44:00,314
2019-10-26 14:45:00,359
2019-10-26 14:46:00,350
2019-10-26 14:47:00,352
2019-10-26 14:48:00,290
2019-10-26 14:49:00,295
2019-10-26 14:50:00,335
2019-10-26 14:51:00,340
2019-10-26 14:52:00,383
2019-10-26 14:53:00,380
2019-10-26 14:54:00,377
2019-10-26 14:55:00,371
2019-10-26 14:56:00,325
2019-10-26 14:57:00,339
2019-10-26 14:58:00,374
2019-10-26 14:59:00,386
2019-10-26 15:00:00,322
2019-10-26 15:01:00,391
2019-10-26 15:02:00,351
2019-10-26 15:03:00,326
2019-10-26 15:04:00,361
2019-10-26 15:05:00,393
2019-10-26 15:06:00,315
2019-10-26 15:07:00,382
2019-10-26 15:08:00,387
2019-10-26 15:09:00,386
2019-10-26 15:10:00,362
2019-10-26 15:11:00,349
2019-10-26 15:12:00,347
2019-10-26 15:13:00,364
2019-10-26 15:14:00,391
2019-10-26 15:15:00,375
2019-10-26 15:16:00,331
2019-10-26 15:17:00,306
2019-10-26 15:18:00,386
2019-10-26 15:19:00,375
2019-10-26 15:20:00,375
2019-10-26 15:21:00,383
2019-10-26 15:22:00,395
2019-10-26 15:23:00,374
2019-10-26 15:24:00,339
