2,"select ID, wkt=geom.ToString(), dist=centroid.STDistance(@center) from optw.tamass.TRACTS t  where @center.STDistance(centroid) < # -- meters"
2019-10-26 17:55:00,1
2019-10-26 17:56:00,1
