14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-23 14:11:00,1
2019-09-23 14:17:00,1
2019-09-23 14:20:00,1
2019-09-23 14:29:00,1
2019-09-23 14:37:00,1
2019-09-23 15:05:00,1
2019-09-23 15:09:00,1
2019-09-23 15:12:00,1
2019-09-23 15:28:00,1
2019-09-23 15:32:00,1
2019-09-23 15:35:00,1
2019-09-23 15:38:00,1
2019-09-23 15:42:00,1
2019-09-23 15:46:00,1
