29,select * from SpecObjAll where specObjId=#
2019-09-23 00:38:00,1
2019-09-23 01:23:00,1
2019-09-23 02:24:00,1
2019-09-23 02:45:00,1
2019-09-23 02:57:00,1
2019-09-23 03:57:00,1
2019-09-23 04:39:00,1
2019-09-23 05:12:00,1
2019-09-23 05:21:00,1
2019-09-23 05:22:00,1
2019-09-23 05:36:00,1
2019-09-23 05:39:00,1
2019-09-23 06:28:00,1
2019-09-23 06:39:00,1
2019-09-23 07:02:00,1
2019-09-23 07:07:00,1
2019-09-23 07:18:00,1
2019-09-23 07:55:00,1
2019-09-23 09:16:00,1
2019-09-23 09:53:00,1
2019-09-23 10:11:00,1
2019-09-23 10:23:00,1
2019-09-23 12:29:00,1
2019-09-23 13:06:00,1
2019-09-23 14:32:00,1
2019-09-23 15:55:00,1
2019-09-23 16:20:00,1
2019-09-23 18:09:00,1
2019-09-23 20:19:00,1
