8,"SELECT ra,dec,z FROM SpecObj WHERE ra ># and ra <# AND dec >#and dec <#"
2019-09-23 09:39:00,2
2019-09-23 11:43:00,1
2019-09-23 11:44:00,1
2019-09-23 11:51:00,1
2019-09-23 11:55:00,1
2019-09-23 11:56:00,1
2019-09-23 11:57:00,1
