14,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-23 09:04:00,1
2019-09-23 09:35:00,1
2019-09-23 10:04:00,1
2019-09-23 10:30:00,1
2019-09-23 11:22:00,1
2019-09-23 11:59:00,1
2019-09-23 13:14:00,1
2019-09-23 13:41:00,1
2019-09-23 14:05:00,1
2019-09-23 14:38:00,1
2019-09-23 16:24:00,1
2019-09-23 16:25:00,1
2019-09-23 16:41:00,1
2019-09-23 20:05:00,1
