2,"select id,ra,dec,region.Parse(&&&+ cast(ra as varchar(#))+&&&+ cast(dec as varchar(#))+ &&&+cast(@r as varchar(#))) as r     from MyDB.xmm_xray_errors ) select region.Area(region.UnionEvery(r)) as unionArea   ,  sum(region.Area(r)) as sumArea   from regions"
2019-09-23 18:33:00,1
2019-09-23 18:37:00,1
