33,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-23 02:35:00,1
2019-09-23 06:50:00,1
2019-09-23 06:51:00,1
2019-09-23 12:21:00,1
2019-09-23 12:22:00,3
2019-09-23 13:25:00,2
2019-09-23 13:31:00,2
2019-09-23 13:55:00,1
2019-09-23 14:17:00,1
2019-09-23 14:26:00,6
2019-09-23 14:27:00,2
2019-09-23 14:28:00,2
2019-09-23 14:34:00,2
2019-09-23 14:40:00,2
2019-09-23 14:46:00,2
2019-09-23 14:49:00,2
2019-09-23 14:55:00,2
