245,select * from Photoz where objid=#
2019-09-23 00:02:00,1
2019-09-23 00:07:00,1
2019-09-23 00:13:00,1
2019-09-23 00:17:00,1
2019-09-23 00:20:00,1
2019-09-23 00:21:00,1
2019-09-23 00:29:00,1
2019-09-23 00:33:00,1
2019-09-23 00:38:00,1
2019-09-23 00:44:00,1
2019-09-23 00:46:00,1
2019-09-23 00:47:00,3
2019-09-23 00:48:00,1
2019-09-23 00:49:00,1
2019-09-23 00:52:00,1
2019-09-23 00:54:00,1
2019-09-23 00:58:00,1
2019-09-23 01:02:00,1
2019-09-23 01:04:00,1
2019-09-23 01:07:00,1
2019-09-23 01:10:00,1
2019-09-23 01:11:00,1
2019-09-23 01:12:00,1
2019-09-23 01:15:00,1
2019-09-23 01:17:00,1
2019-09-23 02:38:00,1
2019-09-23 02:44:00,1
2019-09-23 02:47:00,2
2019-09-23 02:49:00,1
2019-09-23 02:58:00,2
2019-09-23 03:03:00,1
2019-09-23 03:05:00,1
2019-09-23 03:23:00,1
2019-09-23 03:24:00,1
2019-09-23 03:29:00,1
2019-09-23 03:30:00,2
2019-09-23 03:31:00,1
2019-09-23 03:32:00,1
2019-09-23 03:33:00,1
2019-09-23 04:01:00,1
2019-09-23 04:10:00,1
2019-09-23 04:20:00,1
2019-09-23 04:22:00,1
2019-09-23 04:38:00,1
2019-09-23 04:50:00,1
2019-09-23 05:16:00,1
2019-09-23 05:17:00,1
2019-09-23 05:23:00,1
2019-09-23 05:30:00,1
2019-09-23 05:33:00,1
2019-09-23 05:36:00,1
2019-09-23 05:49:00,1
2019-09-23 05:51:00,1
2019-09-23 06:16:00,1
2019-09-23 06:32:00,1
2019-09-23 06:51:00,1
2019-09-23 06:53:00,1
2019-09-23 06:55:00,1
2019-09-23 07:06:00,1
2019-09-23 07:11:00,1
2019-09-23 07:17:00,1
2019-09-23 07:24:00,2
2019-09-23 07:34:00,1
2019-09-23 07:35:00,1
2019-09-23 07:56:00,1
2019-09-23 08:23:00,1
2019-09-23 08:24:00,1
2019-09-23 08:33:00,1
2019-09-23 08:34:00,1
2019-09-23 08:35:00,1
2019-09-23 08:37:00,1
2019-09-23 08:45:00,2
2019-09-23 08:50:00,1
2019-09-23 08:55:00,1
2019-09-23 08:57:00,1
2019-09-23 09:21:00,1
2019-09-23 09:22:00,1
2019-09-23 09:23:00,1
2019-09-23 09:28:00,1
2019-09-23 09:30:00,1
2019-09-23 09:32:00,3
2019-09-23 09:33:00,2
2019-09-23 09:39:00,1
2019-09-23 09:46:00,1
2019-09-23 10:04:00,1
2019-09-23 10:07:00,1
2019-09-23 10:12:00,1
2019-09-23 10:23:00,2
2019-09-23 10:24:00,1
2019-09-23 10:30:00,2
2019-09-23 10:34:00,1
2019-09-23 10:36:00,1
2019-09-23 10:42:00,1
2019-09-23 10:46:00,1
2019-09-23 10:57:00,1
2019-09-23 11:05:00,1
2019-09-23 11:09:00,1
2019-09-23 11:10:00,1
2019-09-23 11:15:00,1
2019-09-23 11:26:00,1
2019-09-23 11:29:00,1
2019-09-23 11:30:00,1
2019-09-23 11:51:00,1
2019-09-23 11:55:00,1
2019-09-23 11:58:00,1
2019-09-23 12:03:00,2
2019-09-23 12:14:00,1
2019-09-23 12:29:00,1
2019-09-23 12:37:00,1
2019-09-23 12:39:00,1
2019-09-23 12:44:00,1
2019-09-23 12:48:00,1
2019-09-23 13:04:00,1
2019-09-23 13:06:00,1
2019-09-23 13:07:00,2
2019-09-23 13:26:00,1
2019-09-23 13:35:00,1
2019-09-23 13:37:00,1
2019-09-23 13:40:00,1
2019-09-23 13:44:00,1
2019-09-23 13:50:00,1
2019-09-23 14:09:00,1
2019-09-23 14:10:00,2
2019-09-23 14:27:00,1
2019-09-23 14:29:00,1
2019-09-23 14:31:00,1
2019-09-23 14:33:00,1
2019-09-23 14:35:00,1
2019-09-23 14:54:00,1
2019-09-23 14:58:00,1
2019-09-23 14:59:00,1
2019-09-23 15:00:00,1
2019-09-23 15:38:00,1
2019-09-23 15:47:00,1
2019-09-23 15:52:00,1
2019-09-23 15:59:00,1
2019-09-23 16:00:00,1
2019-09-23 16:09:00,1
2019-09-23 16:17:00,1
2019-09-23 16:19:00,2
2019-09-23 16:28:00,1
2019-09-23 16:30:00,1
2019-09-23 16:38:00,1
2019-09-23 16:45:00,1
2019-09-23 17:03:00,1
2019-09-23 17:08:00,1
2019-09-23 17:11:00,1
2019-09-23 17:15:00,2
2019-09-23 17:27:00,3
2019-09-23 17:36:00,1
2019-09-23 17:38:00,2
2019-09-23 17:39:00,1
2019-09-23 17:40:00,4
2019-09-23 17:41:00,2
2019-09-23 17:42:00,2
2019-09-23 17:48:00,1
2019-09-23 18:00:00,1
2019-09-23 18:08:00,1
2019-09-23 18:10:00,1
2019-09-23 18:12:00,1
2019-09-23 18:28:00,1
2019-09-23 18:33:00,1
2019-09-23 18:34:00,1
2019-09-23 18:47:00,1
2019-09-23 18:50:00,1
2019-09-23 18:53:00,2
2019-09-23 18:55:00,1
2019-09-23 18:57:00,1
2019-09-23 19:02:00,1
2019-09-23 19:06:00,1
2019-09-23 19:18:00,1
2019-09-23 19:22:00,2
2019-09-23 19:24:00,1
2019-09-23 19:27:00,1
2019-09-23 19:30:00,1
2019-09-23 19:48:00,1
2019-09-23 19:50:00,1
2019-09-23 19:54:00,1
2019-09-23 19:56:00,1
2019-09-23 20:00:00,1
2019-09-23 20:03:00,1
2019-09-23 20:11:00,1
2019-09-23 20:19:00,1
2019-09-23 20:22:00,1
2019-09-23 20:25:00,1
2019-09-23 20:27:00,1
2019-09-23 20:28:00,1
2019-09-23 20:33:00,1
2019-09-23 20:42:00,1
2019-09-23 20:43:00,1
2019-09-23 21:09:00,2
2019-09-23 21:14:00,1
2019-09-23 21:22:00,1
2019-09-23 21:25:00,1
2019-09-23 21:38:00,1
2019-09-23 21:48:00,2
2019-09-23 21:53:00,1
2019-09-23 22:04:00,1
2019-09-23 22:20:00,1
2019-09-23 22:21:00,1
2019-09-23 22:26:00,1
2019-09-23 22:30:00,1
2019-09-23 22:50:00,1
2019-09-23 22:56:00,1
2019-09-23 23:03:00,1
2019-09-23 23:06:00,1
2019-09-23 23:07:00,1
2019-09-23 23:09:00,1
2019-09-23 23:14:00,1
2019-09-23 23:15:00,1
2019-09-23 23:18:00,1
2019-09-23 23:19:00,1
2019-09-23 23:25:00,1
2019-09-23 23:31:00,1
2019-09-23 23:34:00,1
2019-09-23 23:45:00,1
