4,"SELECT TOP # PERCENT  p.ra, p.dec  FROM PhotoObj AS p   Join SpecObj AS s ON s.bestobjid = p.objid  WHERE p.ra > #  AND p.ra < #  AND p.dec > #  AND s.class = &&&"
2019-10-16 19:03:00,1
2019-10-16 19:04:00,1
2019-10-16 19:05:00,1
2019-10-16 19:08:00,1
