61,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-16 05:20:00,3
2019-10-16 06:25:00,1
2019-10-16 06:45:00,2
2019-10-16 07:25:00,1
2019-10-16 08:35:00,2
2019-10-16 09:30:00,1
2019-10-16 11:15:00,1
2019-10-16 11:20:00,1
2019-10-16 13:45:00,1
2019-10-16 14:30:00,7
2019-10-16 14:45:00,25
2019-10-16 14:46:00,4
2019-10-16 16:20:00,1
2019-10-16 17:40:00,1
2019-10-16 17:41:00,3
2019-10-16 22:20:00,1
2019-10-16 22:45:00,4
2019-10-16 23:15:00,2
