16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-16 13:57:00,1
2019-10-16 14:00:00,1
2019-10-16 14:02:00,1
2019-10-16 14:14:00,1
2019-10-16 14:19:00,1
2019-10-16 14:26:00,1
2019-10-16 14:34:00,1
2019-10-16 14:36:00,1
2019-10-16 14:39:00,1
2019-10-16 14:43:00,1
2019-10-16 14:47:00,1
2019-10-16 14:50:00,1
2019-10-16 14:53:00,1
2019-10-16 14:57:00,1
2019-10-16 15:04:00,1
2019-10-16 15:09:00,1
