42,select distinct parent from DBViewCols where viewname=&&&
2019-10-16 02:40:00,1
2019-10-16 02:41:00,1
2019-10-16 02:44:00,2
2019-10-16 02:45:00,1
2019-10-16 03:06:00,1
2019-10-16 04:06:00,1
2019-10-16 04:23:00,1
2019-10-16 05:20:00,1
2019-10-16 05:44:00,1
2019-10-16 07:36:00,2
2019-10-16 08:09:00,1
2019-10-16 09:07:00,2
2019-10-16 09:28:00,1
2019-10-16 09:29:00,1
2019-10-16 09:30:00,1
2019-10-16 09:31:00,2
2019-10-16 09:39:00,1
2019-10-16 11:56:00,1
2019-10-16 12:23:00,1
2019-10-16 12:45:00,1
2019-10-16 12:46:00,1
2019-10-16 12:48:00,1
2019-10-16 13:47:00,1
2019-10-16 13:52:00,1
2019-10-16 13:54:00,1
2019-10-16 14:10:00,2
2019-10-16 17:26:00,1
2019-10-16 18:51:00,2
2019-10-16 18:53:00,1
2019-10-16 19:05:00,1
2019-10-16 19:43:00,1
2019-10-16 20:15:00,1
2019-10-16 20:37:00,1
2019-10-16 20:53:00,1
2019-10-16 21:52:00,1
2019-10-16 21:54:00,1
