27,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-16 02:08:00,1
2019-10-16 02:17:00,1
2019-10-16 02:54:00,1
2019-10-16 03:24:00,1
2019-10-16 03:27:00,1
2019-10-16 03:29:00,1
2019-10-16 03:31:00,1
2019-10-16 03:41:00,1
2019-10-16 03:53:00,1
2019-10-16 06:32:00,2
2019-10-16 11:39:00,1
2019-10-16 14:06:00,1
2019-10-16 14:21:00,2
2019-10-16 14:22:00,3
2019-10-16 14:51:00,1
2019-10-16 15:44:00,1
2019-10-16 15:55:00,1
2019-10-16 16:06:00,1
2019-10-16 17:48:00,2
2019-10-16 20:31:00,1
2019-10-16 22:59:00,1
2019-10-16 23:01:00,1
