36,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-10-16 01:28:00,1
2019-10-16 07:38:00,4
2019-10-16 14:09:00,1
2019-10-16 22:15:00,2
2019-10-16 22:16:00,2
2019-10-16 22:18:00,2
2019-10-16 22:19:00,2
2019-10-16 22:21:00,2
2019-10-16 22:22:00,1
2019-10-16 22:23:00,1
2019-10-16 22:24:00,2
2019-10-16 22:25:00,2
2019-10-16 22:27:00,2
2019-10-16 22:28:00,2
2019-10-16 22:30:00,2
2019-10-16 22:31:00,1
2019-10-16 22:32:00,1
2019-10-16 22:33:00,2
2019-10-16 22:34:00,2
2019-10-16 22:36:00,2
