4904,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-05-23 00:15:00,31
2019-05-23 00:16:00,31
2019-05-23 00:17:00,33
2019-05-23 00:18:00,32
2019-05-23 00:19:00,2
2019-05-23 00:20:00,1
2019-05-23 00:22:00,23
2019-05-23 00:23:00,42
2019-05-23 00:24:00,41
2019-05-23 00:25:00,40
2019-05-23 00:26:00,33
2019-05-23 00:27:00,31
2019-05-23 01:01:00,11
2019-05-23 01:02:00,33
2019-05-23 01:03:00,33
2019-05-23 01:04:00,37
2019-05-23 01:05:00,41
2019-05-23 01:06:00,32
2019-05-23 01:07:00,42
2019-05-23 01:08:00,42
2019-05-23 01:09:00,43
2019-05-23 01:10:00,43
2019-05-23 01:11:00,12
2019-05-23 15:26:00,25
2019-05-23 15:27:00,34
2019-05-23 15:28:00,35
2019-05-23 15:29:00,31
2019-05-23 15:30:00,10
2019-05-23 17:56:00,21
2019-05-23 17:57:00,27
2019-05-23 17:58:00,29
2019-05-23 17:59:00,29
2019-05-23 18:00:00,8
2019-05-23 18:02:00,16
2019-05-23 18:03:00,28
2019-05-23 18:04:00,21
2019-05-23 18:06:00,24
2019-05-23 18:07:00,41
2019-05-23 18:08:00,24
2019-05-23 18:10:00,20
2019-05-23 18:11:00,41
2019-05-23 18:12:00,5
2019-05-23 18:13:00,28
2019-05-23 18:14:00,35
2019-05-23 18:15:00,27
2019-05-23 18:16:00,38
2019-05-23 18:17:00,26
2019-05-23 18:24:00,2
2019-05-23 18:27:00,15
2019-05-23 18:28:00,9
2019-05-23 18:29:00,6
2019-05-23 18:30:00,15
2019-05-23 18:32:00,15
2019-05-23 18:33:00,15
2019-05-23 18:38:00,15
2019-05-23 18:39:00,26
2019-05-23 18:40:00,4
2019-05-23 19:18:00,4
2019-05-23 19:19:00,16
2019-05-23 19:21:00,24
2019-05-23 19:22:00,39
2019-05-23 19:23:00,5
2019-05-23 19:27:00,27
2019-05-23 19:28:00,28
2019-05-23 19:29:00,30
2019-05-23 19:30:00,32
2019-05-23 19:31:00,18
2019-05-23 19:33:00,2
2019-05-23 19:36:00,1
2019-05-23 19:37:00,11
2019-05-23 19:38:00,32
2019-05-23 19:39:00,33
2019-05-23 19:46:00,34
2019-05-23 19:47:00,35
2019-05-23 19:48:00,30
2019-05-23 19:51:00,9
2019-05-23 19:52:00,40
2019-05-23 19:53:00,1
2019-05-23 19:54:00,1
2019-05-23 19:55:00,39
2019-05-23 19:56:00,32
2019-05-23 19:57:00,33
2019-05-23 19:58:00,28
2019-05-23 20:00:00,34
2019-05-23 20:01:00,109
2019-05-23 20:02:00,140
2019-05-23 20:03:00,116
2019-05-23 20:04:00,68
2019-05-23 20:05:00,5
2019-05-23 20:11:00,27
2019-05-23 20:12:00,102
2019-05-23 20:13:00,125
2019-05-23 20:14:00,99
2019-05-23 20:15:00,34
2019-05-23 20:16:00,17
2019-05-23 20:17:00,8
2019-05-23 20:24:00,34
2019-05-23 20:25:00,37
2019-05-23 20:26:00,42
2019-05-23 20:27:00,24
2019-05-23 20:33:00,3
2019-05-23 20:40:00,40
2019-05-23 20:41:00,40
2019-05-23 20:42:00,19
2019-05-23 20:46:00,35
2019-05-23 20:47:00,41
2019-05-23 20:48:00,25
2019-05-23 20:58:00,9
2019-05-23 20:59:00,27
2019-05-23 21:00:00,3
2019-05-23 21:04:00,29
2019-05-23 21:05:00,79
2019-05-23 21:06:00,90
2019-05-23 21:07:00,90
2019-05-23 21:08:00,28
2019-05-23 21:14:00,1
2019-05-23 21:18:00,21
2019-05-23 21:19:00,29
2019-05-23 21:20:00,29
2019-05-23 21:21:00,21
2019-05-23 21:29:00,33
2019-05-23 21:30:00,34
2019-05-23 21:38:00,6
2019-05-23 21:39:00,28
2019-05-23 21:40:00,31
2019-05-23 21:41:00,29
2019-05-23 21:42:00,31
2019-05-23 21:43:00,32
2019-05-23 21:44:00,33
2019-05-23 21:45:00,3
2019-05-23 21:55:00,1
2019-05-23 21:56:00,1
2019-05-23 21:57:00,1
2019-05-23 21:58:00,1
2019-05-23 22:00:00,1
2019-05-23 23:08:00,1
2019-05-23 23:09:00,1
2019-05-23 23:11:00,2
2019-05-23 23:13:00,1
2019-05-23 23:14:00,1
2019-05-23 23:17:00,17
2019-05-23 23:18:00,27
2019-05-23 23:19:00,27
2019-05-23 23:20:00,28
2019-05-23 23:30:00,25
2019-05-23 23:31:00,29
2019-05-23 23:32:00,28
2019-05-23 23:33:00,19
2019-05-23 23:38:00,16
2019-05-23 23:39:00,28
2019-05-23 23:40:00,29
2019-05-23 23:41:00,29
2019-05-23 23:42:00,12
2019-05-23 23:43:00,48
2019-05-23 23:44:00,47
2019-05-23 23:45:00,48
2019-05-23 23:46:00,48
2019-05-23 23:47:00,60
2019-05-23 23:48:00,75
2019-05-23 23:49:00,76
2019-05-23 23:50:00,78
2019-05-23 23:51:00,21
2019-05-23 23:56:00,20
2019-05-23 23:57:00,31
2019-05-23 23:58:00,29
2019-05-23 23:59:00,20
