61,select * from stellarMassPCAWiscM1# where specObjId=#
2019-05-23 00:06:00,1
2019-05-23 00:11:00,1
2019-05-23 00:15:00,1
2019-05-23 00:40:00,1
2019-05-23 00:42:00,1
2019-05-23 00:43:00,1
2019-05-23 00:48:00,1
2019-05-23 01:56:00,1
2019-05-23 01:57:00,1
2019-05-23 02:06:00,1
2019-05-23 02:43:00,1
2019-05-23 03:16:00,1
2019-05-23 03:59:00,1
2019-05-23 04:04:00,1
2019-05-23 04:18:00,1
2019-05-23 04:55:00,1
2019-05-23 05:13:00,1
2019-05-23 05:15:00,1
2019-05-23 05:43:00,1
2019-05-23 05:57:00,1
2019-05-23 06:26:00,1
2019-05-23 06:36:00,1
2019-05-23 06:55:00,1
2019-05-23 07:02:00,1
2019-05-23 07:08:00,1
2019-05-23 07:39:00,1
2019-05-23 08:14:00,1
2019-05-23 08:33:00,1
2019-05-23 08:41:00,1
2019-05-23 08:51:00,1
2019-05-23 08:58:00,1
2019-05-23 10:14:00,1
2019-05-23 10:22:00,1
2019-05-23 10:36:00,1
2019-05-23 12:50:00,1
2019-05-23 12:59:00,1
2019-05-23 13:38:00,1
2019-05-23 14:01:00,1
2019-05-23 15:13:00,1
2019-05-23 15:23:00,1
2019-05-23 15:32:00,1
2019-05-23 15:39:00,1
2019-05-23 15:48:00,1
2019-05-23 16:17:00,1
2019-05-23 16:46:00,1
2019-05-23 16:47:00,1
2019-05-23 16:53:00,1
2019-05-23 16:55:00,1
2019-05-23 17:09:00,1
2019-05-23 17:20:00,1
2019-05-23 18:44:00,1
2019-05-23 18:48:00,1
2019-05-23 19:24:00,1
2019-05-23 19:58:00,1
2019-05-23 20:58:00,1
2019-05-23 21:28:00,1
2019-05-23 21:30:00,1
2019-05-23 21:51:00,1
2019-05-23 22:33:00,1
2019-05-23 22:37:00,1
2019-05-23 23:22:00,1
