252,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-05-23 05:03:00,1
2019-05-23 05:06:00,1
2019-05-23 05:17:00,1
2019-05-23 05:28:00,1
2019-05-23 05:47:00,1
2019-05-23 05:58:00,2
2019-05-23 05:59:00,1
2019-05-23 06:00:00,1
2019-05-23 06:01:00,1
2019-05-23 06:02:00,2
2019-05-23 06:04:00,3
2019-05-23 06:08:00,1
2019-05-23 06:11:00,1
2019-05-23 06:12:00,1
2019-05-23 06:14:00,2
2019-05-23 06:18:00,1
2019-05-23 06:20:00,1
2019-05-23 06:22:00,2
2019-05-23 06:23:00,4
2019-05-23 06:26:00,1
2019-05-23 06:27:00,1
2019-05-23 06:28:00,2
2019-05-23 06:30:00,1
2019-05-23 06:31:00,1
2019-05-23 06:34:00,1
2019-05-23 06:35:00,1
2019-05-23 06:36:00,1
2019-05-23 06:43:00,1
2019-05-23 06:44:00,1
2019-05-23 06:45:00,1
2019-05-23 06:49:00,1
2019-05-23 06:51:00,1
2019-05-23 06:52:00,1
2019-05-23 06:54:00,1
2019-05-23 06:56:00,1
2019-05-23 06:58:00,1
2019-05-23 07:02:00,1
2019-05-23 07:03:00,2
2019-05-23 07:06:00,2
2019-05-23 07:07:00,1
2019-05-23 07:18:00,1
2019-05-23 07:21:00,1
2019-05-23 07:22:00,1
2019-05-23 07:25:00,2
2019-05-23 07:27:00,1
2019-05-23 07:28:00,1
2019-05-23 07:29:00,1
2019-05-23 07:33:00,1
2019-05-23 07:34:00,1
2019-05-23 07:35:00,1
2019-05-23 07:37:00,1
2019-05-23 07:39:00,1
2019-05-23 07:42:00,1
2019-05-23 07:43:00,1
2019-05-23 07:45:00,1
2019-05-23 07:46:00,2
2019-05-23 07:47:00,1
2019-05-23 07:50:00,1
2019-05-23 07:51:00,2
2019-05-23 07:57:00,1
2019-05-23 08:04:00,1
2019-05-23 08:05:00,1
2019-05-23 08:09:00,1
2019-05-23 08:14:00,1
2019-05-23 08:15:00,1
2019-05-23 08:16:00,1
2019-05-23 08:17:00,1
2019-05-23 08:22:00,2
2019-05-23 08:23:00,1
2019-05-23 08:33:00,1
2019-05-23 08:37:00,1
2019-05-23 08:38:00,1
2019-05-23 08:42:00,1
2019-05-23 08:43:00,2
2019-05-23 08:44:00,3
2019-05-23 08:45:00,2
2019-05-23 08:47:00,2
2019-05-23 08:49:00,1
2019-05-23 08:50:00,2
2019-05-23 08:51:00,3
2019-05-23 08:52:00,1
2019-05-23 08:54:00,4
2019-05-23 09:00:00,1
2019-05-23 09:02:00,1
2019-05-23 09:04:00,2
2019-05-23 09:05:00,2
2019-05-23 09:06:00,3
2019-05-23 09:07:00,1
2019-05-23 09:08:00,2
2019-05-23 09:09:00,2
2019-05-23 09:12:00,1
2019-05-23 09:21:00,1
2019-05-23 09:23:00,1
2019-05-23 09:38:00,1
2019-05-23 09:40:00,1
2019-05-23 09:43:00,1
2019-05-23 09:49:00,2
2019-05-23 09:55:00,1
2019-05-23 09:59:00,1
2019-05-23 10:02:00,2
2019-05-23 10:03:00,1
2019-05-23 10:05:00,1
2019-05-23 10:09:00,1
2019-05-23 17:52:00,1
2019-05-23 17:55:00,1
2019-05-23 17:58:00,1
2019-05-23 18:11:00,3
2019-05-23 18:26:00,2
2019-05-23 18:28:00,2
2019-05-23 18:29:00,2
2019-05-23 18:31:00,1
2019-05-23 18:33:00,1
2019-05-23 18:36:00,2
2019-05-23 18:37:00,3
2019-05-23 18:38:00,2
2019-05-23 18:39:00,2
2019-05-23 18:40:00,1
2019-05-23 18:41:00,1
2019-05-23 18:43:00,1
2019-05-23 18:44:00,2
2019-05-23 18:46:00,2
2019-05-23 18:47:00,1
2019-05-23 18:48:00,1
2019-05-23 18:51:00,1
2019-05-23 18:53:00,1
2019-05-23 18:59:00,1
2019-05-23 19:10:00,1
2019-05-23 19:12:00,1
2019-05-23 19:15:00,1
2019-05-23 19:19:00,1
2019-05-23 19:24:00,1
2019-05-23 19:28:00,1
2019-05-23 19:31:00,2
2019-05-23 19:33:00,3
2019-05-23 19:35:00,2
2019-05-23 19:37:00,3
2019-05-23 19:38:00,2
2019-05-23 19:39:00,2
2019-05-23 19:40:00,2
2019-05-23 19:42:00,1
2019-05-23 19:44:00,1
2019-05-23 19:46:00,1
2019-05-23 19:50:00,1
2019-05-23 19:52:00,2
2019-05-23 19:54:00,1
2019-05-23 19:55:00,1
2019-05-23 19:57:00,1
2019-05-23 19:58:00,1
2019-05-23 20:01:00,1
2019-05-23 20:05:00,2
2019-05-23 20:06:00,2
2019-05-23 20:13:00,1
2019-05-23 20:19:00,2
2019-05-23 20:23:00,2
2019-05-23 20:25:00,1
2019-05-23 20:31:00,2
2019-05-23 20:32:00,1
2019-05-23 20:33:00,1
2019-05-23 20:37:00,1
2019-05-23 20:41:00,1
2019-05-23 20:42:00,1
2019-05-23 20:47:00,1
2019-05-23 20:49:00,1
2019-05-23 20:53:00,1
2019-05-23 20:54:00,7
2019-05-23 20:55:00,1
2019-05-23 20:57:00,1
2019-05-23 20:59:00,1
2019-05-23 21:03:00,1
2019-05-23 21:07:00,1
2019-05-23 21:10:00,1
2019-05-23 21:11:00,2
2019-05-23 21:12:00,3
2019-05-23 21:13:00,1
2019-05-23 21:14:00,1
2019-05-23 21:19:00,2
2019-05-23 21:22:00,1
2019-05-23 21:25:00,3
