68,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-05-23 00:23:00,1
2019-05-23 00:28:00,1
2019-05-23 00:44:00,1
2019-05-23 00:54:00,1
2019-05-23 01:30:00,1
2019-05-23 01:33:00,1
2019-05-23 01:56:00,1
2019-05-23 02:26:00,1
2019-05-23 03:02:00,1
2019-05-23 03:15:00,2
2019-05-23 04:08:00,1
2019-05-23 04:14:00,1
2019-05-23 04:29:00,1
2019-05-23 04:51:00,1
2019-05-23 05:14:00,1
2019-05-23 05:32:00,1
2019-05-23 06:27:00,1
2019-05-23 06:45:00,1
2019-05-23 07:13:00,1
2019-05-23 07:17:00,1
2019-05-23 07:36:00,1
2019-05-23 08:13:00,1
2019-05-23 08:24:00,1
2019-05-23 08:41:00,1
2019-05-23 10:05:00,1
2019-05-23 10:34:00,1
2019-05-23 10:44:00,1
2019-05-23 10:56:00,1
2019-05-23 11:51:00,1
2019-05-23 13:03:00,1
2019-05-23 13:04:00,1
2019-05-23 13:18:00,1
2019-05-23 13:36:00,1
2019-05-23 14:43:00,1
2019-05-23 14:53:00,1
2019-05-23 15:13:00,1
2019-05-23 15:40:00,1
2019-05-23 15:52:00,1
2019-05-23 15:59:00,1
2019-05-23 16:03:00,1
2019-05-23 16:17:00,1
2019-05-23 16:21:00,1
2019-05-23 16:47:00,1
2019-05-23 17:02:00,1
2019-05-23 17:20:00,1
2019-05-23 17:35:00,1
2019-05-23 17:50:00,1
2019-05-23 17:57:00,1
2019-05-23 17:59:00,1
2019-05-23 18:06:00,1
2019-05-23 18:51:00,1
2019-05-23 19:18:00,1
2019-05-23 19:34:00,1
2019-05-23 20:01:00,1
2019-05-23 20:48:00,1
2019-05-23 20:53:00,1
2019-05-23 21:09:00,1
2019-05-23 22:05:00,1
2019-05-23 22:25:00,1
2019-05-23 22:32:00,1
2019-05-23 22:36:00,1
2019-05-23 22:43:00,1
2019-05-23 22:47:00,1
2019-05-23 22:59:00,1
2019-05-23 23:19:00,1
2019-05-23 23:32:00,1
2019-05-23 23:59:00,1
