63,select * from SpecObjAll where specObjId=#
2019-05-23 00:27:00,1
2019-05-23 00:40:00,1
2019-05-23 01:28:00,2
2019-05-23 01:59:00,1
2019-05-23 04:09:00,1
2019-05-23 04:15:00,1
2019-05-23 05:36:00,1
2019-05-23 05:38:00,1
2019-05-23 07:45:00,1
2019-05-23 07:46:00,1
2019-05-23 08:26:00,1
2019-05-23 09:00:00,1
2019-05-23 10:39:00,1
2019-05-23 10:48:00,9
2019-05-23 12:57:00,5
2019-05-23 14:08:00,4
2019-05-23 14:48:00,1
2019-05-23 14:51:00,1
2019-05-23 15:02:00,1
2019-05-23 15:12:00,1
2019-05-23 15:39:00,1
2019-05-23 16:38:00,1
2019-05-23 16:46:00,1
2019-05-23 17:01:00,7
2019-05-23 17:02:00,9
2019-05-23 17:12:00,1
2019-05-23 18:27:00,1
2019-05-23 20:04:00,1
2019-05-23 20:37:00,1
2019-05-23 21:18:00,1
2019-05-23 21:31:00,1
2019-05-23 23:29:00,1
2019-05-23 23:51:00,1
