19,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-05-23 00:59:00,1
2019-05-23 01:34:00,1
2019-05-23 03:11:00,1
2019-05-23 03:26:00,1
2019-05-23 03:28:00,1
2019-05-23 06:04:00,1
2019-05-23 07:29:00,1
2019-05-23 11:33:00,1
2019-05-23 14:07:00,1
2019-05-23 15:13:00,1
2019-05-23 15:40:00,1
2019-05-23 16:09:00,1
2019-05-23 16:46:00,1
2019-05-23 16:47:00,1
2019-05-23 19:27:00,1
2019-05-23 21:52:00,1
2019-05-23 22:26:00,1
2019-05-23 22:57:00,1
2019-05-23 23:42:00,1
