237,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-05-23 13:42:00,84
2019-05-23 13:45:00,117
2019-05-23 13:46:00,30
2019-05-23 13:47:00,3
2019-05-23 13:48:00,2
2019-05-23 13:49:00,1
