2,"SELECT po.objID, po.ra , po.raErr, po.dec, po.decErr, so.z, so.zErr FROM PhotoObj as po JOIN SpecObj as so ON so.bestObjID=po.objID WHERE so.z < # AND so.z > # AND po.type=#"
2019-05-23 03:01:00,1
2019-05-23 05:35:00,1
