18,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-23 00:39:00,1
2019-05-23 00:40:00,1
2019-05-23 00:41:00,1
2019-05-23 00:43:00,1
2019-05-23 08:43:00,1
2019-05-23 08:44:00,1
2019-05-23 15:59:00,2
2019-05-23 19:29:00,1
2019-05-23 20:02:00,1
2019-05-23 20:05:00,1
2019-05-23 20:11:00,1
2019-05-23 20:24:00,1
2019-05-23 22:59:00,2
2019-05-23 23:10:00,1
2019-05-23 23:12:00,1
2019-05-23 23:14:00,1
