49,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-05-23 02:53:00,3
2019-05-23 02:54:00,3
2019-05-23 02:56:00,5
2019-05-23 02:59:00,3
2019-05-23 03:06:00,2
2019-05-23 03:14:00,5
2019-05-23 03:16:00,3
2019-05-23 03:18:00,3
2019-05-23 03:24:00,4
2019-05-23 03:25:00,2
2019-05-23 03:26:00,1
2019-05-23 03:41:00,4
2019-05-23 03:42:00,2
2019-05-23 03:45:00,2
2019-05-23 03:52:00,2
2019-05-23 03:54:00,1
2019-05-23 04:00:00,2
2019-05-23 04:03:00,2
