80,select * from sppLines where specObjId=#
2019-05-23 00:02:00,1
2019-05-23 00:27:00,1
2019-05-23 00:59:00,1
2019-05-23 03:40:00,1
2019-05-23 04:08:00,1
2019-05-23 05:18:00,1
2019-05-23 06:44:00,1
2019-05-23 06:51:00,1
2019-05-23 08:02:00,1
2019-05-23 08:41:00,8
2019-05-23 08:42:00,8
2019-05-23 08:45:00,1
2019-05-23 09:37:00,1
2019-05-23 10:30:00,1
2019-05-23 10:49:00,6
2019-05-23 12:06:00,1
2019-05-23 12:47:00,3
2019-05-23 12:48:00,2
2019-05-23 12:49:00,1
2019-05-23 12:50:00,11
2019-05-23 12:58:00,8
2019-05-23 13:55:00,1
2019-05-23 14:05:00,4
2019-05-23 14:08:00,1
2019-05-23 14:30:00,1
2019-05-23 14:38:00,1
2019-05-23 15:12:00,1
2019-05-23 15:39:00,1
2019-05-23 16:47:00,1
2019-05-23 17:45:00,1
2019-05-23 19:07:00,1
2019-05-23 19:09:00,1
2019-05-23 19:10:00,1
2019-05-23 19:11:00,1
2019-05-23 19:13:00,1
2019-05-23 20:02:00,1
2019-05-23 20:23:00,1
2019-05-23 23:01:00,1
