9,"select top # objid, ra, dec, g, r from galaxy where clean = # order by ra asc"
2019-05-23 01:17:00,1
2019-05-23 01:18:00,2
2019-05-23 01:19:00,1
2019-05-23 01:20:00,1
2019-05-23 01:30:00,1
2019-05-23 08:19:00,1
2019-05-23 08:21:00,1
2019-05-23 08:22:00,1
