65,select * from stellarMassPassivePort where specObjId=#
2019-05-23 00:40:00,1
2019-05-23 00:41:00,1
2019-05-23 01:40:00,1
2019-05-23 01:56:00,1
2019-05-23 02:14:00,1
2019-05-23 02:25:00,1
2019-05-23 02:28:00,2
2019-05-23 02:51:00,1
2019-05-23 02:56:00,1
2019-05-23 03:32:00,1
2019-05-23 03:48:00,1
2019-05-23 04:33:00,1
2019-05-23 05:03:00,1
2019-05-23 05:32:00,1
2019-05-23 05:42:00,1
2019-05-23 06:20:00,1
2019-05-23 06:27:00,1
2019-05-23 06:55:00,1
2019-05-23 07:07:00,1
2019-05-23 07:36:00,1
2019-05-23 07:40:00,1
2019-05-23 07:45:00,1
2019-05-23 07:53:00,1
2019-05-23 08:06:00,1
2019-05-23 08:30:00,1
2019-05-23 08:34:00,1
2019-05-23 08:44:00,1
2019-05-23 09:44:00,1
2019-05-23 09:47:00,1
2019-05-23 09:56:00,1
2019-05-23 10:15:00,1
2019-05-23 12:04:00,1
2019-05-23 12:20:00,1
2019-05-23 12:28:00,1
2019-05-23 13:02:00,1
2019-05-23 13:20:00,1
2019-05-23 13:27:00,1
2019-05-23 14:14:00,1
2019-05-23 14:34:00,1
2019-05-23 14:56:00,1
2019-05-23 15:09:00,1
2019-05-23 15:13:00,1
2019-05-23 15:15:00,1
2019-05-23 15:39:00,1
2019-05-23 15:47:00,1
2019-05-23 16:31:00,1
2019-05-23 16:47:00,1
2019-05-23 16:49:00,1
2019-05-23 17:06:00,1
2019-05-23 18:26:00,1
2019-05-23 19:09:00,1
2019-05-23 19:31:00,1
2019-05-23 20:08:00,1
2019-05-23 20:38:00,1
2019-05-23 20:44:00,1
2019-05-23 20:53:00,1
2019-05-23 21:40:00,1
2019-05-23 21:43:00,1
2019-05-23 22:35:00,1
2019-05-23 23:15:00,1
2019-05-23 23:27:00,1
2019-05-23 23:37:00,1
2019-05-23 23:49:00,1
2019-05-23 23:59:00,1
