6,"SELECT t.objid, s.ra, s.dec, t.psfMag_r FROM SpecObj s JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID JOIN Star as t on s.bestobjid = t.objid WHERE s.zWarning = # AND ((dbo.fSourceType(&&&)) != #) AND t.psfMAG_r<#"
2019-09-03 03:51:00,2
2019-09-03 03:54:00,1
2019-09-03 04:05:00,1
2019-09-03 19:10:00,2
