7,"SELECT objid,ra,dec,psfMag_g,psfMagErr_g,fiberMag_g,fiberMagErr_g,fiber2Mag_g,fiber2MagErr_g,petroMag_g,petroMagErr_g FROM PhotoObj WHERE   ra BETWEEN # AND #  AND dec BETWEEN # AND #"
2019-09-03 01:32:00,1
2019-09-03 01:47:00,2
2019-09-03 01:57:00,2
2019-09-03 02:06:00,1
2019-09-03 02:39:00,1
